Method,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std,linear_imagined_train_mean,linear_imagined_train_std,linear_imagined_test_mean,linear_imagined_test_std,linear_inner_train_mean,linear_inner_train_std,linear_inner_test_mean,linear_inner_test_std
"SVC(cache_size=2000, kernel='poly')",0.0774294670846394,0.0021261222517634,0.045141065830721,0.0046917334003434,0.0764890282131661,0.0007992193594973,0.045141065830721,0.0054657040044397,0.0774319382652303,0.0117726988896008,0.0489028597859998,0.0015353811531448,0.0702187618623227,0.0015678054691118,0.0476461870306651,0.0031576305036497,0.08244564845792751,0.0036410345089834665,0.052665798205494906,0.002682820208207154,0.08307162544177943,0.0021988151360289965,0.05015009274598927,0.007842311495808756
