Method,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std
"SVC(cache_size=2000, kernel='poly')",0.0894984326018808,0.0033762788759463,0.0520376175548589,0.0042522445035268,0.0891849529780564,0.0015196488581242,0.0420062695924764,0.011662116136513,0.07147218941049709,0.002627453599072934,0.047647367005083326,0.0017321477867730435,0.07147366299096754,0.0007953309010258153,0.04200944923514058,0.005836079514572957
