Method,raw_train_mean,raw_train_std,raw_test_mean,raw_test_std,preprocessed_train_mean,preprocessed_train_std,preprocessed_test_mean,preprocessed_test_std,features_train_mean,features_train_std,features_test_mean,features_test_std,mfcc_train_mean,mfcc_train_std,mfcc_test_mean,mfcc_test_std,linear_train_mean,linear_train_std,linear_test_mean,linear_test_std
"SVC(cache_size=2000, kernel='poly')",0.7113118489583332,0.0039612688924555,0.7114908854166666,0.0024722444721416,0.5595416228199968,0.0009493585688199,0.5584201846587367,0.0054826343614798,0.5449257472038305,0.0212249916487264,0.429895974672094,0.0159233530007091,0.5324879362585568,0.0157224041683896,0.4349464797225991,0.0313924074980486,0.5425504058654097,0.02578644253283099,0.4400723654454998,0.015913715138633367
