Method,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std
"SVC(cache_size=2000, kernel='poly')",0.0796238244514106,0.0060826357090696,0.0413793103448275,0.0053933073774561,0.0741379310344827,0.0014535452187297,0.0413793103448275,0.0023458667001717,0.07460620035507394,0.00465934993508903,0.04514346128975923,0.00408914954846794,0.0711600850668534,0.0016078902521045875,0.04576884773138118,0.003206695491498581
