Method,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std,linear_imagined_train_mean,linear_imagined_train_std,linear_imagined_test_mean,linear_imagined_test_std,linear_inner_train_mean,linear_inner_train_std,linear_inner_test_mean,linear_inner_test_std
"SVC(cache_size=2000, kernel='poly')",0.0885579937304075,0.00462316025196,0.0470219435736677,0.0081745484704735,0.0772727272727272,0.0023563160467669,0.0426332288401253,0.0046917334003435,0.0774266333755366,0.0066741281472884,0.0476461870306651,0.0038316649229925,0.0733560146839346,0.0061163392061025,0.0507849189829564,0.002681963748598,0.0931014035559265,0.0047539451585178975,0.04576412783370856,0.004655694898460309,0.07962344714090024,0.002456467254126012,0.050155992618080035,0.001750907098980995
