Method,raw_train_mean,raw_train_std,raw_test_mean,raw_test_std,preprocessed_train_mean,preprocessed_train_std,preprocessed_test_mean,preprocessed_test_std,features_train_mean,features_train_std,features_test_mean,features_test_std,mfcc_train_mean,mfcc_train_std,mfcc_test_mean,mfcc_test_std
AdaBoostClassifier(learning_rate=2.0),0.083122589,0.008878054,0.081918881,0.00935371,0.089928269,0.007551041,0.088619838,0.006917509,0.123899371,0.011766218,0.081761006,0.012452195,0.148427673,0.016969481,0.065408805,0.010820535
