Method,raw_imagined_train_mean,raw_imagined_train_std,raw_imagined_test_mean,raw_imagined_test_std,preprocessed_imagined_train_mean,preprocessed_imagined_train_std,preprocessed_imagined_test_mean,preprocessed_imagined_test_std,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,raw_inner_train_mean,raw_inner_train_std,raw_inner_test_mean,raw_inner_test_std,preprocessed_inner_train_mean,preprocessed_inner_train_std,preprocessed_inner_test_mean,preprocessed_inner_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std
AdaBoostClassifier(learning_rate=2.0),0.07786865234375,0.014357047307769261,0.07666422526041666,0.013923175003735133,0.06751226232860089,0.0008437973214359209,0.06654409519793263,0.0014835521826463566,0.1137934205221426,0.011927104967474391,0.07272418333970519,0.008427829479190069,0.07994384765625,0.004433197586352351,0.08143310546874999,0.004177457030109767,0.07486822931681696,0.000447471922530208,0.07459102487880848,0.0016027405088719071,0.11285858107168202,0.024661853854796786,0.06206665439493272,0.0026065653592866034
