Method,raw_train_mean,raw_train_std,raw_test_mean,raw_test_std,preprocessed_train_mean,preprocessed_train_std,preprocessed_test_mean,preprocessed_test_std,features_train_mean,features_train_std,features_test_mean,features_test_std
AdaBoostClassifier(n_estimators=100),0.7826822916666667,0.002599788800652251,0.769921875,0.0032574861821984082,0.674496036828915,0.0028237371780555965,0.6535758406395308,0.005057791421568622,1.0,0.0,0.5402532790592492,0.055698002985216766
