1_imagined,1_inner,2_imagined,2_inner,3_imagined,3_inner,4_imagined,4_inner
6.350888635251916,6.2367519973911625,6.465025273112669,6.065547040600032,8.217837925974237,6.2367519973911625,6.354964943746943,6.138920593510517
