1_imagined,1_inner,2_imagined,2_inner,3_imagined,3_inner,4_imagined,4_inner
12.51220703125,10.6689453125,8.133951822916666,6.0546875,10.062662760416666,6.205240885416667,6.28662109375,6.884765625
