Method,raw_train_mean,raw_train_std,raw_test_mean,raw_test_std,preprocessed_train_mean,preprocessed_train_std,preprocessed_test_mean,preprocessed_test_std,features_train_mean,features_train_std,features_test_mean,features_test_std,mfcc_train_mean,mfcc_train_std,mfcc_test_mean,mfcc_test_std
AdaBoostClassifier(),0.164343269,0.004229849,0.162075196,0.004308441,0.138563622,0.000771719,0.136371447,0.000811154,0.157232704,0.026340115,0.077987421,0.018572104,0.154716981,0.010783917,0.057861635,0.020515102
