Method,raw_train_mean,raw_train_std,raw_test_mean,raw_test_std,preprocessed_train_mean,preprocessed_train_std,preprocessed_test_mean,preprocessed_test_std,features_train_mean,features_train_std,features_test_mean,features_test_std,mfcc_train_mean,mfcc_train_std,mfcc_test_mean,mfcc_test_std
AdaBoostClassifier(n_estimators=200),0.799739583,0.003976887,0.784342448,0.002486348,0.689011703,0.000478736,0.665636936,0.005727404,1,0,0.465551033,0.095289519,1,0,0.5448515,0.037003235
