Method,raw_imagined_train_mean,raw_imagined_train_std,raw_imagined_test_mean,raw_imagined_test_std,preprocessed_imagined_train_mean,preprocessed_imagined_train_std,preprocessed_imagined_test_mean,preprocessed_imagined_test_std,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,raw_inner_train_mean,raw_inner_train_std,raw_inner_test_mean,raw_inner_test_std,preprocessed_inner_train_mean,preprocessed_inner_train_std,preprocessed_inner_test_mean,preprocessed_inner_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std
AdaBoostClassifier(n_estimators=200),0.169425456,0.001413719,0.166947428,0.002404761,0.158054471,0.001484453,0.15466897,0.001887352,0.140754344,0.005911689,0.085273211,0.008528763,0.166638184,0.000552854,0.164147949,0.003334881,0.144553237,0.001318075,0.139720601,0.000842266,0.145456539,0.005052427,0.084636025,0.003991812,0.161118636,0.032350476,0.066466779,0.010955746,0.160817436,0.018470246,0.065201846,0.005789767
