Method,raw_train_mean,raw_train_std,raw_test_mean,raw_test_std,preprocessed_train_mean,preprocessed_train_std,preprocessed_test_mean,preprocessed_test_std,features_train_mean,features_train_std,features_test_mean,features_test_std,mfcc_train_mean,mfcc_train_std,mfcc_test_mean,mfcc_test_std
AdaBoostClassifier(learning_rate=0.5),0.727913411,0.00354631,0.720638021,0.003043924,0.643530529,0.001416481,0.6304614,0.005489732,1,0,0.570179406,0.028146784,1,0,0.499849239,0.022174478
