Time:128Hz,Epoch,F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4,Ref1,Ref2,Label,Stage
8.203125,0,7262.307617,1573.846191,5536.410156,8120.512695,4039.358887,4088.718018,8186.922852,1049.871826,3307.564209,2614.102539,5551.025879,3340.641113,2251.153809,7449.871582,2838.974365,3936.025635,m,articulators
8.2109375,0,3312.820557,6462.692383,699.8717651,7969.487305,2082.820557,7689.487305,2348.718018,3677.307617,391.2820435,8106.666504,6852.307617,2686.025635,3947.307617,2865.512939,2650.384521,5623.589844,m,articulators
8.21875,0,1240.256348,6971.282227,2826.923096,7488.589844,2079.230713,6977.436035,3305.897461,3604.743652,7847.94873,7940.641113,4515.641113,2884.102539,8362.051758,3834.615479,1618.974365,3067.564209,m,articulators
8.2265625,0,1074.359009,1406.410278,1200.256348,4712.692383,2525.897461,1516.282104,6062.563965,1182.692261,741.5384521,2465.769287,3168.974365,1996.794922,4373.974121,1532.05127,696.0256348,7354.743652,m,articulators
8.234375,0,4674.743652,6520.512695,3641.794922,1481.153809,3655.769287,484.1025696,7519.615234,7034.102539,8353.974609,4154.230957,160.1281891,1907.564087,2349.230713,2849.358887,1934.102539,3306.923096,m,articulators
8.2421875,0,5901.025879,395.384613,4475.384766,6461.922852,2075.641113,3342.94873,3472.05127,5140.0,3815.512939,5718.846191,7219.102539,1904.230713,4525.256348,146.4102478,7005.641113,3163.333252,m,articulators
8.25,0,5145.256348,1456.666626,4878.589844,8379.359375,882.5640869,7351.538574,7660.897461,1890.128174,3570.512939,4655.641113,3118.076904,7166.153809,2643.718018,4587.05127,4063.589844,1478.205078,m,articulators
8.2578125,0,635.7692261,5001.282227,5941.410156,531.2820435,3236.281982,6905.256348,2585.897461,6827.436035,2915.897461,4178.974121,3342.820557,8076.922852,7711.794922,2294.871826,2633.846191,5624.230957,m,articulators
8.265625,0,7167.05127,7830.256348,3065.769287,2830.384521,4867.05127,397.6922913,7545.897461,1683.205078,3470.128174,2978.846191,7931.410156,166.6666565,2206.025635,7823.077148,2232.179443,6481.666504,m,articulators
8.2734375,0,881.5384521,1528.205078,2834.102539,2745.256348,1019.230774,2608.461426,7186.153809,3886.923096,208.2051239,1126.025635,3914.230713,4610.256348,6648.846191,1298.333374,2394.743652,158.97435,m,articulators
8.28125,0,4324.487305,1076.666626,5133.333496,3175.0,2351.666748,3860.256348,149.9999847,3615.897461,3535.256348,2006.666626,7135.0,2786.025635,2721.025635,443.4615173,5900.256348,552.5640869,m,articulators
8.2890625,0,7606.410156,7563.974609,5.384606361,1501.923096,6498.717773,6601.282227,790.1281738,2885.256348,653.0769043,3132.692383,4434.871582,7615.897461,2013.076904,2340.0,7036.538574,2733.718018,m,articulators
8.296875,0,3860.769287,375.8974304,5954.487305,6452.563965,2710.769287,3587.307617,7352.94873,1033.333374,1670.0,7529.743652,7056.025879,5979.487305,305.384613,2164.487061,602.3076782,7611.410156,m,articulators
8.3046875,0,7682.94873,7985.256348,5199.358887,3312.05127,7206.282227,7934.358887,809.4871826,5114.615234,4007.435791,1682.564087,3883.589844,6895.256348,5493.846191,7227.05127,4113.333496,5377.307617,m,articulators
8.3125,0,4097.563965,2960.384521,5692.820313,4155.384766,1292.692261,903.333313,953.0769043,2888.076904,5640.256348,4673.333496,4840.897461,3475.128174,1185.0,1175.128174,3796.794922,1024.102539,m,articulators
8.3203125,0,6780.641113,746.4102783,3345.897461,1650.897461,1536.153809,3776.410156,1197.435913,2696.281982,4409.743652,3523.718018,8381.282227,5752.820313,5771.153809,6465.128418,2883.333252,6204.743652,m,articulators
8.328125,0,60.38460541,8137.179688,4626.410156,111.5384521,7327.692383,2595.897461,3529.102539,2762.692383,6808.205078,7643.846191,1347.692261,6727.692383,5107.692383,3465.256348,4262.05127,8065.256348,m,articulators
