Method,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std
"SVC(cache_size=2000, degree=2, kernel='poly')",0.07993673034892028,0.002642853062150861,0.05266343825665859,0.0014959181240950842,0.07021994072669915,0.0012020920711210625,0.04765090692833779,0.002387016211822238,0.08181731374532286,0.0027425388522839705,0.049530606176458096,0.003207662737972536,0.07021964601060506,0.0016077672447874164,0.047649726953919634,0.003207178717067095
