Method,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std,linear_imagined_train_mean,linear_imagined_train_std,linear_imagined_test_mean,linear_imagined_test_std,linear_inner_train_mean,linear_inner_train_std,linear_inner_test_mean,linear_inner_test_std
"SVC(cache_size=2000, degree=2, kernel='poly')",0.0902803811032755,0.0040226957779958,0.050774299213193,0.0107119962399016,0.0768003616755906,0.0061794231136288,0.0532970845192076,0.0064432185176101,0.0899694556240082,0.0023760388397161,0.0520380518150366,0.0038680529728345,0.0695924901623767,0.0007687248864997,0.0489028597859998,0.0015353811531448,0.087773526006927,0.0018963732822022694,0.048904039760417996,0.00407558483734614,0.08589294261052444,0.0021982062865479935,0.050155992618080035,0.001750907098980995
