Method,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std,linear_imagined_train_mean,linear_imagined_train_std,linear_imagined_test_mean,linear_imagined_test_std,linear_inner_train_mean,linear_inner_train_std,linear_inner_test_mean,linear_inner_test_std
"SVC(cache_size=2000, degree=2, kernel='poly')",0.0780567363847059,0.0020436594061004,0.053292364621535,0.0009344920622282,0.0699051839382086,0.0019036163552264,0.0482727534467052,0.0038272244243511,0.0761746794078328,0.0019978485562605,0.0489016798115816,0.0014987839789175,0.069906362802585,0.0017892715291422,0.0501571725924981,0.0009094640867425,0.07962551015355888,0.005683771467501633,0.05141502532225101,0.006243418707540032,0.07680242468824933,0.00042740377872098795,0.04952706625320363,0.007554513053124868
