Method,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std
"SVC(cache_size=2000, degree=2, kernel='poly')",0.08840127128734347,0.0038407293735494242,0.05078137905970198,0.00303347854630584,0.06802489525790016,0.00041304037383904,0.0520368718406185,0.000841042856005406,0.07993761449720256,0.0020439448229111344,0.05015481264366189,0.0031660905949493254,0.07021935129451097,0.0004286920894610888,0.04764854697950149,0.0008659935073907532
