k,raw_imagined_train,raw_imagined_test,preprocessed_imagined_train,preprocessed_imagined_test,features_imagined_train,features_imagined_test,raw_inner_train,raw_inner_test,preprocessed_inner_train,preprocessed_inner_test,features_inner_train,features_inner_test
1,1.0,0.9951714409722222,1.0,0.8209229013234774,1.0,0.081419624217119,1.0,0.9771185980902778,1.0,0.7527787591379732,1.0,0.07724425887265135
5,0.9930826822916666,0.9852023654513888,0.8526179702650291,0.70492159686931,0.33512544802867383,0.07724425887265135,0.9753941127232143,0.9366590711805556,0.7991520932697403,0.5946544555262657,0.32616487455197135,0.060542797494780795
13,0.9777425130208334,0.9702962239583334,0.7374284433107963,0.6299290703046444,0.22849462365591397,0.07515657620041753,0.9278273809523809,0.8953043619791666,0.6442693501517031,0.48907519634752833,0.23745519713261648,0.08350730688935282
37,0.9406505766369048,0.9326850043402778,0.600913130324895,0.5385629263255156,0.16308243727598568,0.07306889352818371,0.8525274367559523,0.8293728298611112,0.4739367680544151,0.387341359349947,0.16487455197132617,0.08350730688935282
101,0.8655424572172619,0.859130859375,0.47896830249771427,0.4444384053047803,0.12186379928315412,0.06680584551148225,0.7566557384672619,0.7406548394097222,0.35497941380294323,0.30963121993640785,0.11827956989247312,0.07515657620041753
445,0.6263543991815477,0.62158203125,0.3164334340804929,0.30374758811859665,0.07616487455197132,0.0709812108559499,0.5598609561011905,0.5504692925347222,0.23878241525300348,0.2208875723564421,0.08691756272401434,0.060542797494780795
845,0.4998198009672619,0.4955783420138889,0.26115643762702584,0.2534989265429247,0.08154121863799284,0.037578288100208766,0.45610119047619047,0.4475233289930556,0.20412073353249824,0.19227110905780362,0.06630824372759857,0.03966597077244259
1539,0.38244047619047616,0.3793809678819444,0.22008304361245537,0.2139033073348371,0.07616487455197132,0.05010438413361169,0.35839262462797616,0.3531765407986111,0.1792658851482381,0.17277223686713591,0.06989247311827956,0.0709812108559499
3939,0.24990118117559523,0.24815538194444445,0.17289493760081995,0.1704079136886159,0.07078853046594982,0.04384133611691023,0.2404843284970238,0.23588053385416666,0.1477256183138536,0.14372095551267766,0.06989247311827956,0.04592901878914405
