k,raw_imagined_train,raw_imagined_test,preprocessed_imagined_train,preprocessed_imagined_test,features_imagined_train,features_imagined_test,raw_inner_train,raw_inner_test,preprocessed_inner_train,preprocessed_inner_test,features_inner_train,features_inner_test
1,1.0,0.9844970703125,1.0,0.8749218686305948,1.0,0.0709812108559499,1.0,0.9752739800347222,1.0,0.7932032502649673,1.0,0.0709812108559499
5,0.9805675688244048,0.9507378472222222,0.8877688289452995,0.7475745305323803,0.3100358422939068,0.07724425887265135,0.9707670665922619,0.9214816623263888,0.834559187500364,0.6335299073294018,0.32616487455197135,0.06889352818371608
13,0.9399472191220238,0.9127739800347222,0.7634247046011752,0.6468326222246379,0.23118279569892472,0.060542797494780795,0.9128592354910714,0.8713650173611112,0.6870373929197459,0.5269179552680925,0.22939068100358423,0.06889352818371608
37,0.8649030412946429,0.8415120442708334,0.6051701345818993,0.5390249205098242,0.14516129032258066,0.060542797494780795,0.8269914899553571,0.7971462673611112,0.5158836923542806,0.4275348533847868,0.15143369175627241,0.07515657620041753
101,0.7490118117559523,0.7323133680555556,0.4623479329361682,0.42735820854961004,0.11021505376344086,0.081419624217119,0.7159249441964286,0.6947428385416666,0.39020015490603727,0.34210669348044676,0.1057347670250896,0.054279749478079335
445,0.49644252232142855,0.4879421657986111,0.28948211301152477,0.275715411582466,0.08960573476702509,0.05845511482254697,0.49625069754464285,0.4884847005208333,0.25650343297402123,0.23897328586569558,0.07974910394265233,0.04592901878914405
845,0.38871837797619047,0.3822835286458333,0.23626664803135392,0.2285648286545099,0.06899641577060932,0.04175365344467641,0.40287853422619047,0.3956298828125,0.2173809232632762,0.2064026958719461,0.08243727598566308,0.05010438413361169
1539,0.2998628162202381,0.2938910590277778,0.1977963742669625,0.19208087615838249,0.06989247311827956,0.05219206680584551,0.3257940383184524,0.3206244574652778,0.1891367773720715,0.18324863439954345,0.07706093189964158,0.04384133611691023
3939,0.20951915922619047,0.20674641927083334,0.15185450479568127,0.1480011957496535,0.06899641577060932,0.04801670146137787,0.22469656808035715,0.2212592230902778,0.1577420989185695,0.15387123950322038,0.07168458781362007,0.04175365344467641
