Method,raw_train_mean,raw_train_std,raw_test_mean,raw_test_std,preprocessed_train_mean,preprocessed_train_std,preprocessed_test_mean,preprocessed_test_std,features_train_mean,features_train_std,features_test_mean,features_test_std,mfcc_train_mean,mfcc_train_std,mfcc_test_mean,mfcc_test_std
LinearDiscriminantAnalysis(),0.130604248046875,0.0007632509129878,0.130263671875,0.0021558930474755,0.1248103636980794,0.00097315754629,0.1239303167610166,0.0022836020512203,0.539937106918239,0.0063363024149716,0.1182389937106918,0.0192415830701614,0.8144654088050315,0.008894424920585502,0.06918238993710692,0.012452194888819703
