Method,raw_imagined_train_mean,raw_imagined_train_std,raw_imagined_test_mean,raw_imagined_test_std,raw_inner_train_mean,raw_inner_train_std,raw_inner_test_mean,raw_inner_test_std
LinearDiscriminantAnalysis(),0.06876220703125,0.0008110151253332594,0.06201171875,0.0003355391947931055,0.06788330078125,0.0005038594988970022,0.06103515625,0.0021257220768024785
