Method,raw_imagined_train_mean,raw_imagined_train_std,raw_imagined_test_mean,raw_imagined_test_std,preprocessed_imagined_train_mean,preprocessed_imagined_train_std,preprocessed_imagined_test_mean,preprocessed_imagined_test_std,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,raw_inner_train_mean,raw_inner_train_std,raw_inner_test_mean,raw_inner_test_std,preprocessed_inner_train_mean,preprocessed_inner_train_std,preprocessed_inner_test_mean,preprocessed_inner_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std
LinearDiscriminantAnalysis(),0.1244313557942708,0.0002313752173302,0.1239095052083333,0.0010417461364949,0.1069632017492598,0.0002022697389459,0.1065300736328742,0.0009914929338774,0.3086206896551723,0.0060583536332563,0.0877742946708464,0.0144336858096819,0.1113271077473958,0.0006251048291561,0.1109456380208333,0.001835407875089,0.1063568294767824,0.0004004618198102,0.1058126259732597,0.0009692410308985,0.3072100313479624,0.0036758744199243,0.0827586206896551,0.0123177947989896,0.510342766606073,0.0071078511411818155,0.06207491421585979,0.012022193781692742,0.49718045112781956,0.004005896698239436,0.06771165201138439,0.0015359432888523241
