Method,raw_train_mean,raw_train_std,raw_test_mean,raw_test_std,preprocessed_train_mean,preprocessed_train_std,preprocessed_test_mean,preprocessed_test_std,features_train_mean,features_train_std,features_test_mean,features_test_std,mfcc_train_mean,mfcc_train_std,mfcc_test_mean,mfcc_test_std
AdaBoostClassifier(n_estimators=400),0.16684814,0.001411896,0.164389656,0.001236129,0.149458216,0.00056107,0.143853809,0.00124959,0.163522013,0.023882815,0.071698113,0.01067331,0.143396226,0.008577473,0.038993711,0.006413861
