Method,raw_train_mean,raw_train_std,raw_test_mean,raw_test_std,preprocessed_train_mean,preprocessed_train_std,preprocessed_test_mean,preprocessed_test_std,features_train_mean,features_train_std,features_test_mean,features_test_std
SVC(cache_size=2000),0.7646158854166667,0.0011785809827071561,0.7638020833333333,0.005928055239405325,0.6975617685305592,0.0011515751140479854,0.6942132639791938,0.004650599412808206,0.5337500000000001,0.012869537676233769,0.45,0.041833001326703784
