Method,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std
"SVC(cache_size=2000, kernel='sigmoid')",0.0714733542319749,0.0018808777429467,0.0420062695924764,0.0067525577518927,0.0727272727272727,0.0005864666750429,0.0420062695924764,0.0058141808749189,0.07429203299877163,0.005962496971193913,0.048904039760417996,0.0015739487643724826,0.06959219544628269,0.0013150474520479255,0.04890167981158169,0.002637684420087456
