Method,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std,linear_imagined_train_mean,linear_imagined_train_std,linear_imagined_test_mean,linear_imagined_test_std,linear_inner_train_mean,linear_inner_train_std,linear_inner_test_mean,linear_inner_test_std
"SVC(cache_size=2000, kernel='sigmoid')",0.0727272727272727,0.0017453806780031,0.0489028213166144,0.0025078369905956,0.0714733542319749,0.0024483541303782,0.0457680250783699,0.0078307184932895,0.0711592009185711,0.00190701873569,0.0457653078081267,0.0038329990117812,0.0705335186508133,0.0015626353687517,0.0470243405122976,0.0031086371739195,0.07398081280341022,0.0031887930552298447,0.048900499837163526,0.003034918059803381,0.07022023544279325,0.0023693684208972335,0.05454903737686967,0.004113064166343343
