Method,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std,linear_imagined_train_mean,linear_imagined_train_std,linear_imagined_test_mean,linear_imagined_test_std,linear_inner_train_mean,linear_inner_train_std,linear_inner_test_mean,linear_inner_test_std
"SVC(cache_size=2000, kernel='sigmoid')",0.0727272727272727,0.0018143944988699,0.0463949843260188,0.0077803596526588,0.0691222570532915,0.0012539184952978,0.0426332288401253,0.0046917334003434,0.0739816969516925,0.002920388069827,0.0451399213665047,0.0015016517819914,0.0717875356311757,0.0031197987015106,0.0445168948737191,0.0062244980391396,0.07366811902757835,0.0011977454236985307,0.054541957530360737,0.004018017521467258,0.0717869461989876,0.0011796975390640748,0.050159532541334505,0.004964152517415874
