Method,features_train_mean,features_train_std,features_test_mean,features_test_std,mfcc_train_mean,mfcc_train_std,mfcc_test_mean,mfcc_test_std,linear_train_mean,linear_train_std,linear_test_mean,linear_test_std
"SVC(cache_size=2000, kernel='sigmoid')",0.0720125786163522,0.0053919585532963,0.040251572327044,0.0123244766932486,0.0735849056603773,0.0040759375461684,0.0352201257861635,0.0071155399364684,0.07547169811320754,0.0015405595866560865,0.04150943396226415,0.003081119173312173
