mean_p1_imagined_preprocessed,std_p1_imagined_preprocessed,mean_p1_inner_preprocessed,std_p1_inner_preprocessed,mean_p2_imagined_preprocessed,std_p2_imagined_preprocessed,mean_p2_inner_preprocessed,std_p2_inner_preprocessed,mean_p3_imagined_preprocessed,std_p3_imagined_preprocessed,mean_p3_inner_preprocessed,std_p3_inner_preprocessed,mean_p4_imagined_preprocessed,std_p4_imagined_preprocessed,mean_p4_inner_preprocessed,std_p4_inner_preprocessed
5.0,1.5309310892394863,5.625,3.6443449342783127,7.5,3.1868871959954905,6.875,3.0618621784789726,6.25,6.555055301063447,6.25,3.4232659844072884,6.25,1.976423537605237,8.75,5.376453291901642
