mean_p1_imagined_raw,std_p1_imagined_raw,mean_p1_inner_raw,std_p1_inner_raw,mean_p2_imagined_raw,std_p2_imagined_raw,mean_p2_inner_raw,std_p2_inner_raw,mean_p3_imagined_raw,std_p3_imagined_raw,mean_p3_inner_raw,std_p3_inner_raw,mean_p4_imagined_raw,std_p4_imagined_raw,mean_p4_inner_raw,std_p4_inner_raw
7.5,3.75,6.25,6.56,10.62,4.24,8.75,8.48,8.12,3.19,8.12,3.19,7.5,3.19,6.88,3.64
