mean_p1_imagined_time_features,std_p1_imagined_time_features,mean_p1_inner_time_features,std_p1_inner_time_features,mean_p2_imagined_time_features,std_p2_imagined_time_features,mean_p2_inner_time_features,std_p2_inner_time_features,mean_p3_imagined_time_features,std_p3_imagined_time_features,mean_p3_inner_time_features,std_p3_inner_time_features,mean_p4_imagined_time_features,std_p4_imagined_time_features,mean_p4_inner_time_features,std_p4_inner_time_features
6.25,1.479019945774904,9.0,2.4558603380485624,7.125,2.5799709300687867,5.75,1.2119199643540823,7.75,0.5,8.0,1.334634781503914,6.875,1.1858541225631423,7.625,1.9121323175972944
