mean_p1_imagined_mfccs,std_p1_imagined_mfccs,mean_p1_inner_mfccs,std_p1_inner_mfccs,mean_p2_imagined_mfccs,std_p2_imagined_mfccs,mean_p2_inner_mfccs,std_p2_inner_mfccs,mean_p3_imagined_mfccs,std_p3_imagined_mfccs,mean_p3_inner_mfccs,std_p3_inner_mfccs,mean_p4_imagined_mfccs,std_p4_imagined_mfccs,mean_p4_inner_mfccs,std_p4_inner_mfccs
6.375,1.0752906583803283,8.0,1.648863244784115,6.375,1.8285923547909742,7.0,1.648863244784115,8.0,0.7288689868556626,6.25,1.1858541225631423,7.625,2.2150056433336687,5.125,0.7288689868556626
