mean_p1_imagined_preprocessed,std_p1_imagined_preprocessed,mean_p1_inner_preprocessed,std_p1_inner_preprocessed,mean_p2_imagined_preprocessed,std_p2_imagined_preprocessed,mean_p2_inner_preprocessed,std_p2_inner_preprocessed,mean_p3_imagined_preprocessed,std_p3_imagined_preprocessed,mean_p3_inner_preprocessed,std_p3_inner_preprocessed,mean_p4_imagined_preprocessed,std_p4_imagined_preprocessed,mean_p4_inner_preprocessed,std_p4_inner_preprocessed
5,1.530931089,6.25,3.42,6.88,4.15,6.25,5.23,6.25,1.98,8.75,6.06,8.12,5.08,8.75,3.64
