mean_p1_imagined_frequency_features,std_p1_imagined_frequency_features,mean_p1_inner_frequency_features,std_p1_inner_frequency_features,mean_p2_imagined_frequency_features,std_p2_imagined_frequency_features,mean_p2_inner_frequency_features,std_p2_inner_frequency_features,mean_p3_imagined_frequency_features,std_p3_imagined_frequency_features,mean_p3_inner_frequency_features,std_p3_inner_frequency_features,mean_p4_imagined_frequency_features,std_p4_imagined_frequency_features,mean_p4_inner_frequency_features,std_p4_inner_frequency_features
6.625,1.75,7.25,2.0766559657295187,5.75,2.069118169655856,6.5,2.29128784747792,7.25,1.4577379737113252,7.25,1.4577379737113252,5.5,2.2844583603121333,6.125,1.8708286933869707
