Method,raw_train_mean,raw_train_std,raw_test_mean,raw_test_std,preprocessed_train_mean,preprocessed_train_std,preprocessed_test_mean,preprocessed_test_std,features_train_mean,features_train_std,features_test_mean,features_test_std,mfcc_train_mean,mfcc_train_std,mfcc_test_mean,mfcc_test_std,linear_train_mean,linear_train_std,linear_test_mean,linear_test_std
"SVC(cache_size=2000, degree=4, kernel='poly')",0.736572265625,0.0030054758747261,0.7347981770833334,0.0073098093210502,0.5538036075641467,0.0035032880322647,0.5526981743274773,0.0066212757072365,0.5324318258332398,0.0202362438844694,0.4650233680084426,0.0033047354465223,0.5074813900422699,0.0052636909234325,0.4899743705713855,0.0036245485542503,0.5300003740695022,0.003071358918852878,0.5050505050505051,0.009388450159469488
