Method,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std,linear_imagined_train_mean,linear_imagined_train_std,linear_imagined_test_mean,linear_imagined_test_std,linear_inner_train_mean,linear_inner_train_std,linear_inner_test_mean,linear_inner_test_std
"SVC(cache_size=2000, degree=4, kernel='poly')",0.0815057988338673,0.0027288187286511,0.0532947245703713,0.0039099402705733,0.0742943907275243,0.0013140441151464,0.0426348356767625,0.0035645884676428,0.0811898631810004,0.0034296293328242,0.0558021702089498,0.003246736009796,0.0702193512945109,0.000428692089461,0.0476485469795014,0.0008659935073907,0.08307280430615578,0.005239141537026687,0.0545431375047789,0.004031262364085907,0.08056477034543083,0.0012064373851256296,0.04952824622762178,0.0017304790509476361
