Method,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std
"SVC(cache_size=2000, degree=4, kernel='poly')",0.09498581826155228,0.004307824005452461,0.04890521973483614,0.005340107954207297,0.07899275469954282,0.009398344842735697,0.05831197579636473,0.0053749980936377405,0.09216155393186636,0.0034793672564928054,0.05266343825665859,0.002636057040071058,0.0705335186508133,0.002052264446050997,0.047024340512297695,0.0040902522667731036
