Method,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std,linear_imagined_train_mean,linear_imagined_train_std,linear_imagined_test_mean,linear_imagined_test_std,linear_inner_train_mean,linear_inner_train_std,linear_inner_test_mean,linear_inner_test_std
"SVC(cache_size=2000, degree=4, kernel='poly')",0.0824424065808925,0.0062157390419392,0.0495270662532036,0.0031560118226511,0.0714730735587793,0.0020219397520237,0.0457664877825448,0.0035253611308714,0.0755487024239809,0.0019371320970492,0.051407945475742,0.0031543931938181,0.070219646010605,0.0016077672447874,0.0501571725924981,0.0009094640867425,0.08526784977495479,0.006226525557330206,0.04952824622762178,0.0017304790509476361,0.0768027194043434,0.003870066159798531,0.04827511339554158,0.0008443803276562233
