Method,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std
"SVC(cache_size=2000, degree=4, kernel='poly')",0.09592596260170654,0.009605048414288745,0.04827275344670528,0.005787205675660611,0.07303772130231505,0.006847825802691096,0.050782559034120135,0.0014973508072755898,0.08244417487745705,0.0023107970459808427,0.05204041176387295,0.0032434931958456674,0.07460855808382667,0.0024809784064216615,0.038873077231685614,0.004946894950063709
