Method,features_train_mean,features_train_std,features_test_mean,features_test_std,mfcc_train_mean,mfcc_train_std,mfcc_test_mean,mfcc_test_std,linear_train_mean,linear_train_std,linear_test_mean,linear_test_std
"SVC(cache_size=2000, degree=4, kernel='poly')",0.080503144654088,0.0023532436394804,0.0440251572327044,0.0047064872789609,0.0855345911949685,0.0169694812116126,0.0389937106918239,0.0047064872789609,0.08113207547169811,0.0015405595866560865,0.042767295597484274,0.0064138610233871515
