Time:128Hz,Epoch,F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4,TP9,TP10,Event Id,Event Date,Event Duration
195.2656249998,17,6637.6923828125,4345.7690429688,8186.2822265625,6673.5898437500,2611.6667480469,2810.3845214844,483.3333129883,2785.5129394531,5778.0771484375,5495.6411132813,607.3076782227,5444.7436523438,1838.8461914063,5044.3588867188,8395.0000000000,6681.2822265625,,,
195.2734374998,17,2842.4357910156,7762.6923828125,192.1794738770,5101.1538085938,4636.4101562500,2262.0512695313,7676.5385742188,7398.2050781250,3147.9487304688,7951.5385742188,1579.2307128906,5923.3334960938,3723.2050781250,3537.6923828125,824.4871826172,4918.4614257813,,,
195.2812499998,17,7838.8461914063,5667.5639648438,5285.3847656250,6726.9228515625,1598.4615478516,1073.3333740234,4316.7949218750,4122.0512695313,7898.0771484375,6959.8715820313,2427.6923828125,1078.2050781250,2752.0512695313,5406.4101562500,7506.4101562500,3119.2307128906,,,
195.2890624998,17,7936.7949218750,4118.4614257813,4197.5639648438,142.4358825684,1121.7949218750,1527.5640869141,512.1795043945,7.1794781685,6872.8203125000,3479.1025390625,2942.5642089844,3230.7692871094,1130.1281738281,1866.0256347656,3852.8205566406,1878.0769042969,,,
195.2968749998,17,3482.0512695313,380.7692260742,5556.5385742188,991.9230957031,7242.1796875000,4762.5639648438,1876.2821044922,2041.2821044922,6053.3334960938,1213.0769042969,4633.2050781250,7236.9228515625,6563.5898437500,5451.0258789063,8058.5898437500,657.3076782227,,,
195.3046874998,17,3060.1281738281,4621.2822265625,6631.7949218750,5610.2563476563,1644.3590087891,2736.7949218750,6892.6923828125,5352.4360351563,4367.6923828125,6421.0258789063,7198.2050781250,1491.1538085938,5880.2563476563,2653.9743652344,6223.4614257813,1405.1281738281,,,
195.3124999998,17,4302.4360351563,972.3076782227,7364.4873046875,7815.8974609375,6331.1538085938,3454.6154785156,3220.7692871094,3794.2307128906,5267.4360351563,1178.8461914063,3649.6154785156,6496.5385742188,113.9743499756,6461.0258789063,253.8461456299,4638.8461914063,,,
195.3203124998,17,7993.9746093750,2560.8974609375,6815.7690429688,8249.2304687500,2441.0256347656,368.0769042969,2111.5385742188,4490.6411132813,1550.6409912109,3860.5129394531,7877.8203125000,5396.0258789063,1002.1795043945,1109.2307128906,582.6923217773,2615.3845214844,,,
195.3281249998,17,4980.3847656250,1885.3846435547,7301.9228515625,6703.3334960938,1556.6666259766,3355.8974609375,4170.5126953125,86.9230651855,4881.4101562500,5294.4873046875,6335.2563476563,5730.3847656250,6194.8715820313,6253.0771484375,5620.1284179688,6285.3847656250,,,
195.3359374998,17,35.7692222595,5381.5385742188,319.6153869629,3257.9487304688,4268.2050781250,8222.6923828125,8386.0253906250,8189.7436523438,7938.0771484375,6706.4101562500,3726.5385742188,4102.0512695313,205.5128173828,8125.2563476563,2845.3845214844,5590.1284179688,,,
195.3437499998,17,6132.1796875000,4516.5385742188,1567.8205566406,4674.7436523438,6139.2309570313,5475.0000000000,3748.5898437500,3924.2307128906,772.6923217773,4569.4873046875,3331.0256347656,3454.6154785156,6888.0771484375,5496.9228515625,7488.4614257813,7863.5898437500,,,
195.3515624998,17,3020.2563476563,7005.7690429688,3527.3076171875,1211.1538085938,1869.3590087891,2784.7436523438,7161.9228515625,5958.9741210938,7560.0000000000,3073.8461914063,3922.4357910156,5116.4101562500,7985.7690429688,953.9743652344,920.8973999023,3633.9743652344,,,
195.3593749998,17,4343.9741210938,7817.0512695313,4970.2563476563,3475.0000000000,4184.4873046875,7711.9228515625,5299.1025390625,6678.7177734375,2079.1025390625,4680.0000000000,2374.6154785156,3920.0000000000,5697.0512695313,5986.1538085938,3424.8718261719,1439.3590087891,,,
195.3671874998,17,3239.4870605469,2632.4357910156,3182.1794433594,8011.9228515625,3188.7180175781,5656.7949218750,7008.8461914063,729.6153564453,3828.8461914063,1739.2307128906,7268.9746093750,2957.3076171875,8028.4614257813,2360.1281738281,620.1281738281,7420.3847656250,,,
195.3749999998,17,2169.6154785156,4125.7690429688,2353.5898437500,6676.0258789063,3465.8974609375,2132.3076171875,4573.9741210938,4680.8974609375,7446.4101562500,1098.2050781250,3548.8461914063,4139.4873046875,6389.8715820313,7774.6152343750,5626.2822265625,2195.8974609375,,,
195.3828124998,17,7057.5639648438,7736.2822265625,3655.3845214844,7170.5126953125,1090.8974609375,5502.9487304688,5326.1538085938,6368.2050781250,143.4615325928,6344.6152343750,4782.3076171875,3136.2819824219,4102.6923828125,3548.3332519531,6764.3588867188,587.4359130859,,,
195.3906249998,17,6732.6923828125,6247.4360351563,1930.0000000000,2021.1538085938,3906.5385742188,6300.1284179688,2942.1794433594,3744.1025390625,8285.8974609375,1799.4871826172,6322.6923828125,6065.1284179688,4234.1025390625,6118.9741210938,201.5384521484,3125.5129394531,,,
195.3984374998,17,4182.4360351563,4214.7436523438,7975.5126953125,7278.4614257813,3925.2563476563,3045.2563476563,4568.5898437500,7279.4873046875,6180.5126953125,5923.0771484375,1.6666576862,1130.8974609375,1704.7435302734,663.7179565430,5574.3588867188,5566.1538085938,,,
195.4062499998,17,12.9487085342,215.1281890869,764.7435913086,7626.4101562500,2624.6154785156,2448.4614257813,5532.4360351563,2428.5898437500,7333.4614257813,1438.8461914063,3125.7692871094,6563.3334960938,5393.0771484375,3253.8461914063,5382.1796875000,7225.0000000000,,,
195.4140624998,17,2865.1281738281,8296.7949218750,6635.1284179688,7916.0258789063,5244.1025390625,6370.8974609375,8184.8715820313,333.2051086426,6844.8715820313,7137.8203125000,5106.1538085938,2127.6923828125,8206.9228515625,4097.9487304688,1404.6153564453,3444.7436523438,,,
195.4218749998,17,4556.6665039063,73.5897369385,3813.8461914063,8120.7690429688,1551.0256347656,5511.0258789063,2155.2563476563,1633.2050781250,3687.0512695313,5100.2563476563,8376.4101562500,8152.6923828125,1883.4615478516,5725.3847656250,1693.4615478516,3918.2050781250,,,
195.4296874998,17,7611.9228515625,1264.6153564453,5009.6152343750,7261.4101562500,4341.9228515625,330.8974304199,2653.3332519531,3730.6411132813,3047.5642089844,3003.7180175781,5989.3588867188,8398.9746093750,6347.3076171875,2737.5642089844,3138.3332519531,4415.8974609375,,,
195.4374999998,17,5898.0771484375,3115.2563476563,7631.5385742188,5880.1284179688,2100.3845214844,8115.1284179688,7112.6923828125,2089.3588867188,6869.7436523438,2954.2307128906,5516.6665039063,7350.1284179688,2656.6667480469,3990.1281738281,4482.9487304688,4149.2309570313,,,
195.4453124998,17,1513.9743652344,665.7692260742,5911.6665039063,446.1538391113,3111.2819824219,4766.0258789063,2559.6154785156,2326.1538085938,7074.1025390625,4818.0771484375,7333.4614257813,1729.3590087891,2835.0000000000,611.6666870117,4443.0771484375,7344.2309570313,,,
195.4531249998,17,5896.1538085938,1805.0000000000,696.2820434570,66.0256347656,4209.1025390625,6133.4614257813,4871.0258789063,8064.6152343750,2202.1794433594,347.5640869141,5616.6665039063,8314.1025390625,2716.6667480469,4652.8203125000,2320.0000000000,6907.4360351563,,,
195.4609374998,17,5940.6411132813,6544.6152343750,2556.2819824219,8161.0258789063,558.5897216797,1583.7178955078,6513.2050781250,3566.0256347656,1596.9230957031,1760.8974609375,8007.1796875000,7553.3334960938,6092.1796875000,8309.8720703125,7179.1025390625,791.0256347656,,,
195.4687499998,17,7020.2563476563,6556.2822265625,7178.5898437500,8073.8461914063,670.1281738281,6034.1025390625,3252.3076171875,5857.4360351563,5684.8715820313,4768.9741210938,2907.8205566406,2416.1538085938,2383.0769042969,711.6666870117,4037.9487304688,2310.6411132813,,,
195.4765624998,17,3028.5898437500,2935.3845214844,157.6923065186,942.6923217773,1668.8461914063,5647.1796875000,2335.7692871094,2892.8205566406,4497.0512695313,6778.3334960938,1341.4102783203,7171.1538085938,3740.0000000000,1591.1538085938,2478.4614257813,37.4358901978,,,
195.4843749998,17,2747.1794433594,5862.0512695313,5636.6665039063,4683.4614257813,1919.4871826172,1051.2821044922,7444.8715820313,7018.3334960938,740.5128173828,2582.4357910156,5751.0258789063,486.4102478027,37.9487075806,706.4102783203,567.3076782227,7649.6152343750,,,
195.4921874998,17,7816.7949218750,6830.5126953125,5930.7690429688,596.5384521484,5082.6923828125,3565.7692871094,5925.0000000000,5714.6152343750,1719.4871826172,1680.1281738281,6362.0512695313,7693.3334960938,2984.2307128906,4544.3588867188,3504.6154785156,706.5384521484,,,
195.4999999998,17,6705.1284179688,2462.8205566406,5205.6411132813,548.2051391602,8081.4101562500,4301.9228515625,1349.8718261719,7641.9228515625,3577.3076171875,3407.3076171875,2810.7692871094,2326.1538085938,6304.2309570313,324.8717956543,2287.0512695313,484.8717956543,,,
195.5078124998,17,4171.2822265625,8311.1542968750,2270.3845214844,1649.3590087891,4796.4101562500,1051.7949218750,1872.5640869141,5545.6411132813,3440.2563476563,5367.6923828125,7041.0258789063,2240.3845214844,6438.2050781250,4522.8203125000,4379.6152343750,5539.8715820313,,,
195.5156249998,17,7581.6665039063,780.5128173828,7516.2822265625,5787.8203125000,6082.3076171875,7195.2563476563,3405.7692871094,5460.6411132813,5707.4360351563,6066.2822265625,986.1538696289,4064.2307128906,4499.6152343750,7438.2050781250,1163.7178955078,2143.4614257813,,,
195.5234374998,17,986.5384521484,3576.7949218750,6852.3076171875,7972.4360351563,6904.4873046875,4092.0512695313,2461.2819824219,1721.4102783203,4610.7690429688,2219.4870605469,5633.2050781250,5957.8203125000,4052.8205566406,2722.9487304688,326.7948608398,6209.7436523438,,,
195.5312499998,17,5333.4614257813,615.6409912109,4475.0000000000,6408.8461914063,6703.9741210938,2691.4101562500,3051.7949218750,242.1794738770,903.2051391602,4816.0258789063,8246.9228515625,7551.4101562500,7116.5385742188,1837.4359130859,1.5384526253,5310.0000000000,,,
195.5390624998,17,7348.3334960938,2371.2819824219,5269.7436523438,5081.7949218750,3537.8205566406,4638.7177734375,7850.6411132813,1521.7949218750,2601.5385742188,7447.6923828125,2682.3076171875,1675.6409912109,6242.5639648438,1680.2563476563,2810.7692871094,4227.3076171875,,,
195.5468749998,17,3145.5129394531,7522.3076171875,7412.8203125000,1686.9230957031,6334.7436523438,3014.6154785156,8042.1796875000,8280.2568359375,2045.2563476563,5859.7436523438,837.6923217773,1171.2821044922,3062.6923828125,3704.7436523438,4301.6665039063,5615.6411132813,,,
195.5546874998,17,2511.4101562500,4589.8715820313,3123.0769042969,1399.6153564453,3660.3845214844,3895.3845214844,7143.4614257813,2016.9230957031,3792.0512695313,3821.5385742188,6160.7690429688,303.3333129883,3526.6667480469,3536.1538085938,5472.4360351563,2287.9487304688,,,
195.5624999998,17,7850.1284179688,5122.9487304688,3675.0000000000,7841.2822265625,7973.8461914063,383.5897216797,2901.4101562500,6063.7177734375,6416.1538085938,4292.1796875000,2087.3076171875,3785.3845214844,2597.3076171875,2095.5126953125,3037.5642089844,3589.1025390625,,,
195.5703124998,17,6988.2050781250,8216.6669921875,3976.2819824219,926.7948608398,4724.3588867188,1060.6409912109,7006.0258789063,7200.3847656250,5793.7177734375,2826.4101562500,1851.5384521484,4387.6923828125,1285.8974609375,2302.9487304688,7920.0000000000,4687.9487304688,,,
195.5781249998,17,1031.7949218750,3245.7692871094,4694.1025390625,6937.5639648438,3871.5385742188,5064.2309570313,1234.2307128906,2605.6411132813,1461.6666259766,4726.4101562500,2064.7436523438,2288.3332519531,1166.6666259766,3831.7949218750,7125.5126953125,258.3333129883,,,
195.5859374998,17,7411.4101562500,3709.1025390625,3683.8461914063,3988.7180175781,6918.2050781250,53.3333244324,1048.9743652344,6315.3847656250,1819.8718261719,6571.4101562500,3255.1281738281,4107.8203125000,7021.0258789063,8350.8974609375,1161.7949218750,204.9999847412,,,
195.5937499998,17,3333.4614257813,3696.5385742188,5202.4360351563,2493.8461914063,6179.8715820313,3269.1025390625,1376.1538085938,3819.4870605469,305.8974304199,3961.0256347656,7106.4101562500,4855.3847656250,8200.8974609375,142.6923065186,48.3333244324,3336.5385742188,,,
195.6015624998,17,6551.7949218750,6028.7177734375,61.9230690002,790.3845825195,4473.5898437500,945.7692260742,1865.3846435547,4917.5639648438,3350.8974609375,5725.0000000000,1691.1538085938,1086.5384521484,5117.5639648438,7437.1796875000,4649.4873046875,6185.2563476563,,,
195.6093749998,17,1631.0256347656,7918.0771484375,1360.3846435547,5172.1796875000,7542.5639648438,4283.5898437500,4651.4101562500,5160.6411132813,6576.2822265625,5659.6152343750,4831.6665039063,3338.8461914063,6864.7436523438,5920.0000000000,6319.2309570313,4302.0512695313,,,
195.6171874998,17,4488.7177734375,5029.2309570313,1927.3077392578,5022.0512695313,469.2307739258,2457.5642089844,4217.9487304688,3549.6154785156,2987.5642089844,7710.6411132813,7018.7177734375,5944.7436523438,455.2564086914,4552.1796875000,1682.3077392578,1212.1794433594,,,
195.6249999998,17,1822.9487304688,3805.0000000000,6134.3588867188,7260.3847656250,6266.7949218750,6645.2563476563,2782.4357910156,3888.2050781250,5228.4614257813,6777.1796875000,1888.9743652344,1848.5897216797,4525.8974609375,7177.8203125000,7889.6152343750,3318.2050781250,,,
195.6328124998,17,6906.9228515625,1446.4102783203,7091.9228515625,995.0000000000,8214.6152343750,2299.1025390625,4006.2819824219,2423.9743652344,6824.3588867188,942.5640869141,3677.1794433594,6163.8461914063,2029.7435302734,128.7179412842,2266.2819824219,8203.0771484375,,,
195.6406249998,17,6489.7436523438,22.8205032349,484.8717956543,3500.8974609375,6078.0771484375,3499.3588867188,2296.0256347656,5021.9228515625,3487.6923828125,5093.3334960938,2353.4614257813,2058.3332519531,6850.5126953125,8165.2563476563,6980.5126953125,3655.1281738281,,,
195.6484374998,17,6836.9228515625,8252.1796875000,2616.4101562500,721.5384521484,5357.9487304688,5011.0258789063,8328.2050781250,7148.3334960938,2401.9230957031,4793.9741210938,3180.7692871094,1296.1538085938,1547.6922607422,1446.7949218750,7824.2309570313,2121.0256347656,,,
195.6562499998,17,6167.1796875000,7886.5385742188,1248.9743652344,6783.8461914063,6947.1796875000,8162.4360351563,5320.1284179688,6342.9487304688,5279.1025390625,2546.9230957031,1464.8718261719,4202.9487304688,37.3076820374,3604.6154785156,5757.4360351563,572.6923217773,,,
195.6640624998,17,7020.7690429688,3588.7180175781,821.4102783203,4214.3588867188,6442.6923828125,6675.0000000000,4591.7949218750,555.2564086914,2861.2819824219,517.0512695313,7905.6411132813,1252.4359130859,5483.0771484375,5769.4873046875,5583.9741210938,5535.3847656250,,,
195.6718749998,17,2892.0512695313,8031.5385742188,6001.7949218750,6130.0000000000,4253.2050781250,40.7692222595,4234.7436523438,1963.5897216797,3637.6923828125,6593.8461914063,6630.3847656250,1349.1025390625,2004.6153564453,5430.3847656250,3615.7692871094,5412.1796875000,,,
195.6796874998,17,5752.6923828125,6853.5898437500,7372.5639648438,5232.9487304688,7792.8203125000,4235.0000000000,8025.1284179688,1972.6922607422,6957.9487304688,72.3076858521,2945.7692871094,2437.9487304688,7707.9487304688,1214.7435302734,8282.5644531250,2498.4614257813,,,
195.6874999998,17,3558.4614257813,6580.2563476563,5985.6411132813,3138.9743652344,6960.3847656250,7960.3847656250,2553.5898437500,7668.5898437500,2372.9487304688,8088.8461914063,1515.2563476563,1966.4102783203,1304.2307128906,5862.4360351563,7060.8974609375,5816.2822265625,,,
195.6953124998,17,3425.3845214844,1001.7948608398,1836.9230957031,5948.0771484375,3610.2563476563,1608.4615478516,2275.7692871094,4962.6923828125,6550.8974609375,6640.2563476563,6490.0000000000,5656.5385742188,1996.4102783203,3785.3845214844,6781.2822265625,2275.3845214844,,,
195.7031249998,17,1463.9743652344,7594.7436523438,5898.8461914063,2679.8718261719,4037.9487304688,3211.5385742188,2102.5642089844,1872.9487304688,3893.2050781250,6474.2309570313,662.0512695313,5314.8715820313,2731.7949218750,2915.6411132813,4606.1538085938,279.6153869629,,,
195.7109374998,17,196.9230651855,177.9487152100,5609.1025390625,3570.6411132813,1012.1795043945,7786.4101562500,37.4358901978,5766.7949218750,7645.2563476563,3819.1025390625,6510.0000000000,106.0256347656,6795.7690429688,1938.8461914063,8259.3593750000,6576.4101562500,,,
195.7187499998,17,6561.1538085938,529.4871826172,1957.4359130859,8158.5898437500,2466.4101562500,5575.7690429688,1515.7691650391,4528.3334960938,260.6410217285,4868.8461914063,5789.3588867188,7324.3588867188,6900.3847656250,6577.3076171875,1271.7949218750,3955.3845214844,,,
195.7265624998,17,758.9743652344,7090.2563476563,3442.6923828125,970.3845825195,2300.8974609375,1808.5897216797,1309.4871826172,6369.1025390625,2792.4357910156,5299.1025390625,3570.7692871094,4165.2563476563,1807.5640869141,5127.4360351563,2872.8205566406,3996.2819824219,,,
195.7343749998,17,7670.7690429688,1802.5640869141,7135.6411132813,2784.2307128906,470.7692260742,6103.9741210938,4924.3588867188,6374.6152343750,754.4871826172,6288.2050781250,4337.0512695313,538.7179565430,4812.4360351563,1982.9487304688,7537.6923828125,8252.3076171875,,,
195.7421874998,17,6622.9487304688,1337.0512695313,3483.2050781250,6050.6411132813,7123.0771484375,5704.6152343750,962.6923217773,6574.4873046875,5632.1796875000,861.7948608398,1551.2821044922,751.6666870117,3926.9230957031,632.6923217773,3394.6154785156,3488.9743652344,,,
195.7499999998,17,1615.6409912109,1172.3077392578,5531.5385742188,1440.3846435547,3712.0512695313,4067.0512695313,6836.6665039063,3935.8974609375,3472.1794433594,6779.1025390625,2487.5642089844,7078.4614257813,1982.0512695313,5779.2309570313,7205.2563476563,447.1794738770,,,
195.7578124998,17,6808.2050781250,393.9743652344,7165.1284179688,232.6923065186,5221.0258789063,7331.4101562500,1661.7949218750,3750.7692871094,7015.0000000000,2991.2819824219,7838.7177734375,6188.0771484375,963.8461303711,3176.5385742188,2538.0769042969,3106.2819824219,,,
195.7656249998,17,3074.2307128906,3417.3076171875,3621.2819824219,3929.4870605469,6706.0258789063,2740.5126953125,7576.0258789063,7783.2050781250,2437.9487304688,2749.8718261719,5052.0512695313,7470.8974609375,6600.1284179688,4885.6411132813,142.5640869141,1684.2307128906,,,
195.7734374998,17,1734.1025390625,4676.5385742188,3736.2819824219,7060.8974609375,5330.5126953125,3656.0256347656,3682.0512695313,7848.4614257813,1983.8461914063,6822.4360351563,1493.2050781250,6300.2563476563,8341.9228515625,7213.9741210938,7697.8203125000,4903.8461914063,,,
195.7812499998,17,4611.2822265625,8219.1025390625,4694.2309570313,7797.4360351563,3536.9230957031,4532.9487304688,5818.8461914063,6346.6665039063,2815.6411132813,3842.0512695313,949.3589477539,6096.6665039063,1604.3590087891,639.3589477539,4879.8715820313,6200.3847656250,,,
195.7890624998,17,6814.6152343750,5116.5385742188,1718.8461914063,7521.9228515625,4424.1025390625,8039.2309570313,2261.1538085938,6652.1796875000,5087.0512695313,3605.5129394531,2920.1281738281,6135.5126953125,2066.4101562500,6117.3076171875,1823.0769042969,7195.2563476563,,,
195.7968749998,17,1503.2050781250,3582.3076171875,6983.4614257813,6100.5126953125,5275.8974609375,86.6666564941,5095.2563476563,7946.6665039063,4085.1281738281,2451.0256347656,3413.8461914063,3481.7949218750,470.5128173828,2291.9230957031,5109.7436523438,5365.2563476563,,,
195.8046874998,17,3948.2050781250,6478.2050781250,8251.9228515625,4277.0512695313,4470.2563476563,3478.3332519531,7978.7177734375,3200.1281738281,1549.6153564453,4348.2050781250,1543.4615478516,7471.7949218750,2698.5898437500,293.0769042969,3400.6411132813,1164.6153564453,,,
195.8124999998,17,3441.9230957031,5377.3076171875,3710.5129394531,5113.9741210938,2328.5898437500,5955.0000000000,2691.2819824219,4056.7949218750,2313.8461914063,4922.3076171875,551.1538085938,6673.5898437500,885.6409912109,4331.5385742188,7119.3588867188,7762.0512695313,,,
195.8203124998,17,1490.6409912109,1259.3590087891,2379.6154785156,3488.4614257813,6902.6923828125,5415.7690429688,2287.8205566406,4851.1538085938,3920.6411132813,439.3589782715,1909.7435302734,2986.5385742188,6469.1025390625,1952.5640869141,5881.1538085938,5020.0000000000,,,
195.8281249998,17,5891.9228515625,626.9230957031,5004.1025390625,4357.8203125000,1504.1025390625,4204.6152343750,3549.3588867188,3598.7180175781,6154.8715820313,6702.5639648438,721.9230957031,3250.6411132813,7380.1284179688,4959.8715820313,2891.0256347656,3924.3588867188,,,
195.8359374998,17,1588.8461914063,2749.2307128906,6706.5385742188,3635.6411132813,1224.6153564453,2918.8461914063,1461.7949218750,3367.5642089844,6697.8203125000,1124.4871826172,7978.9746093750,5144.2309570313,2137.8205566406,3192.4357910156,6717.8203125000,2084.6154785156,,,
195.8437499998,17,4581.7949218750,1058.4615478516,5447.9487304688,6452.4360351563,5020.5126953125,4745.7690429688,2222.4357910156,5493.0771484375,2463.0769042969,1627.4359130859,5494.6152343750,5106.0258789063,4414.6152343750,3648.0769042969,6179.6152343750,203.0769195557,,,
195.8515624998,17,1166.0256347656,1333.2050781250,6669.7436523438,213.4615325928,8388.0771484375,865.3845825195,7319.3588867188,1510.8974609375,2168.0769042969,6627.4360351563,5323.8461914063,1087.6922607422,7813.0771484375,5725.5126953125,6392.0512695313,7154.8715820313,,,
195.8593749998,17,4327.6923828125,5767.4360351563,7803.2050781250,1833.9743652344,4024.6154785156,3121.7949218750,3825.0000000000,5926.2822265625,5365.6411132813,4796.5385742188,7482.8203125000,4090.6411132813,3491.6667480469,7657.4360351563,595.6409912109,473.9743652344,,,
195.8671874998,17,1874.2307128906,5052.8203125000,8320.0000000000,5589.1025390625,7656.4101562500,5945.1284179688,4947.0512695313,4274.4873046875,2487.5642089844,1257.9487304688,6437.6923828125,193.0769195557,182.3076782227,5180.8974609375,8140.1284179688,4624.2309570313,,,
195.8749999998,17,8173.3334960938,79.7435836792,5076.7949218750,4236.6665039063,6072.4360351563,8372.8203125000,3999.3588867188,6635.3847656250,4192.3076171875,6205.3847656250,48.2051200867,2414.8718261719,2699.2307128906,7446.9228515625,8007.5639648438,1689.2307128906,,,
195.8828124998,17,2911.4101562500,7539.6152343750,3909.2307128906,2503.4614257813,7197.8203125000,5066.0258789063,4282.4360351563,6950.7690429688,5974.8715820313,856.0256347656,941.0256347656,5773.5898437500,7072.8203125000,6504.6152343750,3165.1281738281,5651.0258789063,,,
195.8906249998,17,6897.3076171875,834.6153564453,67.1794815063,4595.7690429688,2210.5126953125,5706.5385742188,177.1794738770,1507.8205566406,5014.1025390625,6047.4360351563,4151.6665039063,1923.9743652344,783.9743652344,7157.3076171875,1843.5897216797,8203.0771484375,,,
195.8984374998,17,4860.3847656250,3184.3588867188,972.8204956055,5070.1284179688,4779.1025390625,1669.2307128906,456.2820434570,4492.0512695313,7895.6411132813,2341.7949218750,6301.9228515625,1866.4102783203,8168.8461914063,3775.1281738281,5190.7690429688,3548.9743652344,,,
195.9062499998,17,6632.9487304688,391.5384521484,4955.5126953125,1756.2821044922,2950.7692871094,2004.4871826172,4787.8203125000,3260.2563476563,2445.7692871094,5157.5639648438,6063.0771484375,1798.7178955078,2449.2307128906,8359.8720703125,7233.5898437500,6913.7177734375,,,
195.9140624998,17,770.8973999023,3830.1281738281,7337.3076171875,5908.7177734375,8086.1538085938,2017.8205566406,8322.5644531250,2569.4870605469,5920.5126953125,7675.2563476563,3813.4614257813,3024.7436523438,341.5384521484,2740.6411132813,4372.3076171875,3596.6667480469,,,
195.9218749998,17,3872.1794433594,7450.0000000000,4294.1025390625,4576.7949218750,1677.4359130859,6221.7949218750,7703.7177734375,4551.2822265625,1837.3077392578,4306.4101562500,4506.0258789063,1721.2821044922,1188.8461914063,2258.4614257813,4516.9228515625,4158.4614257813,,,
195.9296874998,17,1084.4871826172,7922.5639648438,2855.6411132813,3513.5898437500,8257.4355468750,4599.1025390625,60.2564010620,870.1281738281,4004.6154785156,5678.3334960938,3451.9230957031,6815.0000000000,7650.6411132813,6940.2563476563,961.4102783203,2091.5385742188,,,
195.9374999998,17,1675.8974609375,1767.0512695313,7165.6411132813,7587.3076171875,5985.8974609375,3696.0256347656,5306.4101562500,6827.5639648438,3873.8461914063,562.5640869141,7778.3334960938,6489.8715820313,4405.3847656250,1067.8205566406,7388.0771484375,5474.7436523438,,,
195.9453124998,17,4939.1025390625,6470.5126953125,1953.9743652344,159.3589630127,4807.3076171875,842.9487304688,7351.6665039063,1234.3590087891,7318.5898437500,1178.4615478516,3305.3845214844,4617.3076171875,806.6666870117,1222.8205566406,5884.1025390625,6753.4614257813,,,
195.9531249998,17,5614.1025390625,4440.3847656250,3266.2819824219,8064.8715820313,6768.5898437500,1912.9487304688,2230.2563476563,5397.9487304688,3490.3845214844,427.9486999512,2459.2307128906,2566.4101562500,6458.3334960938,696.9230957031,6465.2563476563,5102.8203125000,,,
195.9609374998,17,398.4615173340,4555.0000000000,2390.8974609375,2058.5898437500,2498.0769042969,5343.4614257813,2073.7180175781,7432.0512695313,7386.5385742188,4712.3076171875,3164.2307128906,2958.7180175781,2001.9230957031,3402.6923828125,6604.6152343750,6639.8715820313,,,
195.9687499998,17,2780.7692871094,7551.9228515625,6723.4614257813,4467.8203125000,5445.7690429688,3563.5898437500,6193.8461914063,2739.4870605469,6051.5385742188,2987.3076171875,1911.9230957031,8176.0258789063,3848.3332519531,1526.1538085938,4969.8715820313,6836.5385742188,,,
195.9765624998,17,6918.9741210938,2510.1281738281,5928.7177734375,4346.7949218750,3366.1538085938,1109.8718261719,5812.9487304688,7706.4101562500,4846.0258789063,986.9230957031,5198.7177734375,2401.9230957031,6566.6665039063,7888.9746093750,5895.3847656250,283.9743652344,,,
195.9843749998,17,1589.6153564453,7070.2563476563,1026.1538085938,1570.0000000000,933.0769042969,1213.7178955078,3539.2307128906,6122.4360351563,5886.5385742188,3761.6667480469,4084.2307128906,3243.9743652344,4234.7436523438,821.2820434570,7877.0512695313,4268.3334960938,,,
195.9921874998,17,154.8717803955,5757.6923828125,6257.9487304688,8334.4873046875,2115.1281738281,1057.6922607422,8236.2822265625,6680.6411132813,4653.0771484375,5724.8715820313,3986.1538085938,7974.7436523438,5266.7949218750,2847.3076171875,1799.3590087891,2946.4101562500,,,
205.9999999998,18,5994.4873046875,4422.1796875000,7343.3334960938,1973.2050781250,7805.2563476563,4036.2819824219,7160.3847656250,3742.0512695313,540.7692260742,7211.7949218750,7116.0258789063,5672.9487304688,3076.2819824219,8114.3588867188,1728.7178955078,3672.5642089844,,,
206.0078124998,18,6545.5126953125,4669.1025390625,1634.1025390625,2345.8974609375,5671.7949218750,5210.8974609375,107.5640945435,642.4359130859,6877.0512695313,4933.9741210938,1257.6922607422,5170.1284179688,7441.6665039063,5134.6152343750,5155.8974609375,1430.3846435547,,,
206.0156249998,18,1189.1025390625,697.6923217773,2079.3588867188,2140.1281738281,569.3589477539,2917.3076171875,7786.5385742188,5441.2822265625,6572.1796875000,3231.4101562500,7749.3588867188,1789.6153564453,4239.1025390625,8111.9228515625,2707.6923828125,4467.9487304688,,,
206.0234374998,18,8287.1796875000,7869.1025390625,5699.7436523438,1398.7178955078,1574.3590087891,8021.2822265625,7832.1796875000,3482.4357910156,4731.9228515625,7105.3847656250,4022.4357910156,4700.8974609375,6518.3334960938,2379.2307128906,638.7179565430,1522.0512695313,,,
206.0312499998,18,5457.5639648438,7642.4360351563,2956.7949218750,2906.2819824219,3805.8974609375,1182.0512695313,5608.9741210938,5784.3588867188,2874.7436523438,963.0769042969,6687.8203125000,728.7179565430,2532.9487304688,666.5384521484,1356.7949218750,6345.1284179688,,,
206.0390624998,18,2971.9230957031,5687.8203125000,7957.6923828125,6617.4360351563,4735.2563476563,2503.3332519531,6239.6152343750,2430.5126953125,5325.7690429688,6648.8461914063,7199.7436523438,304.2307739258,802.9487304688,7397.4360351563,7995.2563476563,2876.0256347656,,,
