Time:128Hz,Epoch,F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4,TP9,TP10,Event Id,Event Date,Event Duration
8.3828125000,0,3307.1794433594,7709.7436523438,4231.0258789063,5150.8974609375,1290.5128173828,5170.8974609375,2376.6667480469,6556.0258789063,2110.1281738281,1826.6666259766,4073.7180175781,236.6666564941,6580.5126953125,4826.7949218750,3294.6154785156,3859.3588867188,,,
8.3906250000,0,7764.2309570313,4120.5126953125,331.7948608398,5911.6665039063,7350.0000000000,6250.6411132813,7034.4873046875,5213.3334960938,5411.1538085938,1554.7435302734,3476.0256347656,4387.8203125000,5542.8203125000,263.9743652344,5583.0771484375,4106.5385742188,,,
8.3984375000,0,8144.8715820313,6528.5898437500,4418.4614257813,1517.9487304688,2811.7949218750,3471.9230957031,5300.5126953125,8160.7690429688,3869.6154785156,2109.7436523438,2325.5126953125,7386.0258789063,1592.0512695313,4900.7690429688,6192.8203125000,794.8717651367,,,
8.4062500000,0,1137.0512695313,6911.7949218750,5593.3334960938,4076.6667480469,5380.0000000000,1735.7691650391,99.3589630127,8009.7436523438,7614.3588867188,6032.8203125000,1812.9487304688,4648.5898437500,1168.5897216797,2861.1538085938,2973.2050781250,1145.5128173828,,,
8.4140625000,0,6759.8715820313,2423.3332519531,4332.8203125000,5580.6411132813,5543.5898437500,3817.1794433594,8011.5385742188,6647.1796875000,4817.3076171875,1619.3590087891,8366.6669921875,6220.8974609375,1903.3333740234,7214.2309570313,5248.9741210938,3524.8718261719,,,
8.4218750000,0,7919.7436523438,1252.4359130859,4970.0000000000,6210.5126953125,597.0512695313,611.4102783203,3762.3076171875,1690.2563476563,7868.7177734375,2212.6923828125,2516.2819824219,7093.3334960938,6129.8715820313,3569.4870605469,7399.1025390625,998.8461303711,,,
8.4296875000,0,6052.8203125000,6509.2309570313,2305.6411132813,933.7179565430,2931.6667480469,7.1794781685,5993.3334960938,2756.2819824219,2240.3845214844,1927.5640869141,6378.7177734375,77.0512695313,2682.9487304688,3413.5898437500,7921.5385742188,2019.2307128906,,,
8.4375000000,0,1921.7949218750,1493.8461914063,8126.0258789063,6416.5385742188,5458.7177734375,6279.8715820313,6269.7436523438,7455.6411132813,3006.4101562500,7366.2822265625,539.3589477539,4861.1538085938,2100.6411132813,7618.8461914063,8074.1025390625,7134.6152343750,,,
8.4453125000,0,3363.9743652344,1975.7691650391,3797.6923828125,2745.1281738281,8037.4360351563,7174.7436523438,475.8974304199,8378.7177734375,5154.1025390625,3474.6154785156,67.0512695313,992.4359130859,2241.5385742188,5154.6152343750,3807.3076171875,1442.8205566406,,,
8.4531250000,0,1179.1025390625,4892.9487304688,5582.9487304688,4237.6923828125,3278.5898437500,3042.8205566406,8169.6152343750,5310.8974609375,7963.9746093750,2726.0256347656,5127.5639648438,7270.8974609375,5834.4873046875,8096.5385742188,7543.8461914063,1936.1538085938,,,
8.4609375000,0,5978.7177734375,3227.9487304688,8272.1796875000,531.4102783203,119.7435836792,4105.5126953125,5608.8461914063,8245.2568359375,6841.5385742188,1722.4359130859,4570.7690429688,1143.4615478516,5256.1538085938,6641.7949218750,3970.2563476563,3798.9743652344,,,
8.4687500000,0,4541.1538085938,7762.0512695313,1903.9743652344,3180.7692871094,3008.9743652344,5295.2563476563,7658.3334960938,4593.7177734375,3414.8718261719,5107.9487304688,2870.5129394531,1746.4102783203,5017.1796875000,3618.7180175781,6870.3847656250,1103.9743652344,,,
8.4765625000,0,4112.6923828125,2089.7436523438,3393.2050781250,2993.7180175781,4373.2050781250,4524.8715820313,7508.8461914063,7433.7177734375,7697.3076171875,6848.7177734375,1952.3077392578,5420.2563476563,2310.5126953125,2390.6411132813,8380.1279296875,698.2051391602,,,
8.4843750000,0,4578.7177734375,7194.1025390625,1861.1538085938,7659.4873046875,2048.8461914063,4653.8461914063,2297.3076171875,7291.6665039063,6170.0000000000,1404.8718261719,7953.8461914063,4612.5639648438,2427.9487304688,1158.7178955078,309.2307739258,2156.7949218750,,,
8.4921875000,0,7188.4614257813,8170.2563476563,5657.4360351563,2129.3588867188,8132.4360351563,5688.0771484375,5078.8461914063,5872.9487304688,2957.1794433594,126.0256347656,3350.8974609375,3844.8718261719,2211.2819824219,2511.7949218750,4216.6665039063,3347.1794433594,,,
8.5000000000,0,2471.2819824219,1214.1025390625,5766.7949218750,2735.2563476563,6880.6411132813,3953.8461914063,4805.6411132813,8390.5126953125,1550.3846435547,4859.6152343750,2856.4101562500,7900.0000000000,5317.5639648438,4564.4873046875,3620.1281738281,6676.1538085938,,,
8.5078125000,0,2008.9743652344,6409.3588867188,1800.8974609375,2062.4357910156,689.7435913086,1041.4102783203,5624.3588867188,8053.4614257813,520.1281738281,5686.7949218750,3844.6154785156,7565.1284179688,483.8461608887,337.0512695313,6040.6411132813,3488.2050781250,,,
8.5156250000,0,7198.4614257813,7808.9746093750,3518.8461914063,35.8974266052,3401.4101562500,7092.8203125000,6858.0771484375,3816.6667480469,7266.2822265625,2252.5642089844,5597.5639648438,7716.1538085938,1722.6922607422,630.1281738281,5494.2309570313,3968.8461914063,,,
8.5234375000,0,2125.6411132813,636.9230957031,33.7179412842,3284.2307128906,2530.1281738281,2340.3845214844,583.5897216797,5706.1538085938,569.4871826172,7602.5639648438,3007.1794433594,1432.9487304688,6225.1284179688,6635.5126953125,4090.8974609375,911.0256347656,,,
