Method,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std
SVC(cache_size=2000),0.08526637619448434,0.00042577102797068824,0.050158352566916344,0.007886462989151998,0.08495368241865246,0.0024923345338385555,0.048273933421123426,0.0023065907406935164,0.06959219544628269,0.0007411993168081783,0.04890167981158169,0.0014987839789175983,0.07555106015273366,0.01177230422535397,0.04827865331879605,0.007590090949932169
