Method,features_train_mean,features_train_std,features_test_mean,features_test_std,mfcc_train_mean,mfcc_train_std,mfcc_test_mean,mfcc_test_std,linear_train_mean,linear_train_std,linear_test_mean,linear_test_std
SVC(cache_size=2000),0.0798742138364779,0.0017788849841171,0.0427672955974842,0.0017788849841171,0.0729559748427673,0.0017788849841171,0.0427672955974842,0.0035577699682342,0.0880503144654088,0.0072804005677926,0.03773584905660377,0.00815187509233693
