Method,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std
SVC(cache_size=2000),0.08589412147490079,0.00249260025006017,0.04952824622762178,0.00637830410233511,0.07837031430882002,0.0017911976224938354,0.046394234173003125,0.0008460490634816304,0.07272767997133002,0.0017899129170816665,0.042634835676762524,0.0035645884676428563,0.07021964601060506,0.0009027488313811879,0.047649726953919634,0.0017942844803542411
