Method,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std,linear_imagined_train_mean,linear_imagined_train_std,linear_imagined_test_mean,linear_imagined_test_std,linear_inner_train_mean,linear_inner_train_std,linear_inner_test_mean,linear_inner_test_std
SVC(cache_size=2000),0.0940436109087394,0.0013098579135769,0.0476509069283377,0.0058278641458577,0.0934149814800406,0.0049584482602685,0.044508635052792,0.0087045541162526,0.0705329292186251,0.0007687417216996,0.0470219805634613,0.0015353349037882,0.0742926224309598,0.0046364840080971,0.0470231605378795,0.0015724920129577,0.09874492204169878,0.0027258263661013283,0.05204631163596373,0.01083269510588395,0.09122258845608848,0.0023046723559805755,0.052665798205494906,0.002682820208207154
