Method,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std
SVC(cache_size=2000),0.0996865399623235,0.0023047412102021755,0.04764618703066517,0.0031576305036497745,0.08463745204969149,0.007381997812935763,0.0488934199906546,0.0110385137989554,0.07053292921862513,0.0015365298225328862,0.04702198056346138,0.003069819505045604,0.07335218337471149,0.004762437308491523,0.05204277171270927,0.006252307769438756
