Method,raw_train_mean,raw_train_std,raw_test_mean,raw_test_std,preprocessed_train_mean,preprocessed_train_std,preprocessed_test_mean,preprocessed_test_std,features_train_mean,features_train_std,features_test_mean,features_test_std
KNeighborsClassifier(n_jobs=-2),0.9559912122661558,0.00042585769033866126,0.9025097641421489,0.0015459108271851621,0.7058385989719117,0.00040287858042916064,0.4655020890715293,0.0019234569512050156,0.33647798742138363,0.0075993999833928105,0.0729559748427673,0.00990441242014064
