Method,raw_train_mean,raw_train_std,raw_test_mean,raw_test_std,preprocessed_train_mean,preprocessed_train_std,preprocessed_test_mean,preprocessed_test_std,features_train_mean,features_train_std,features_test_mean,features_test_std,mfcc_train_mean,mfcc_train_std,mfcc_test_mean,mfcc_test_std
GaussianNB(),0.12791748,0.000275078,0.127758789,0.001718237,0.11559611,0.000403828,0.115166527,0.001623744,0.11163522,0.004972135,0.08427673,0.012950478,0.670440252,0.013459707,0.060377358,0.011109133
