Method,raw_train_mean,raw_train_std,raw_test_mean,raw_test_std,preprocessed_train_mean,preprocessed_train_std,preprocessed_test_mean,preprocessed_test_std,features_train_mean,features_train_std,features_test_mean,features_test_std,mfcc_train_mean,mfcc_train_std,mfcc_test_mean,mfcc_test_std
"KNeighborsClassifier(n_jobs=-2, n_neighbors=25)",0.991813151,0.000475639,0.990136719,0.001174585,0.869570889,0.000794723,0.847399201,0.000652824,0.557606703,0.030798315,0.510402533,0.059789657,0.57997606,0.007434625,0.539574853,0.09466468
