Method,raw_imagined_train_mean,raw_imagined_train_std,raw_imagined_test_mean,raw_imagined_test_std,preprocessed_imagined_train_mean,preprocessed_imagined_train_std,preprocessed_imagined_test_mean,preprocessed_imagined_test_std,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,raw_inner_train_mean,raw_inner_train_std,raw_inner_test_mean,raw_inner_test_std,preprocessed_inner_train_mean,preprocessed_inner_train_std,preprocessed_inner_test_mean,preprocessed_inner_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std
"KNeighborsClassifier(n_jobs=-2, n_neighbors=25)",0.89334716796875,0.0007537450535718768,0.8657918294270833,0.002056424887865096,0.6551846418599027,0.0006279889089911507,0.5686047420488006,0.0017246755034430266,0.1661450191801234,0.008648556620157842,0.06394517366863486,0.006095768401197687,0.8579508463541666,0.0003222491841344629,0.8220499674479167,0.0015862670622832518,0.5676365910295377,0.0004178248984307883,0.4541704240428152,0.0007262081457551317,0.1742971610588088,0.007028435000814143,0.06582723286559147,0.004008189863048006
