Method,raw_imagined_train_mean,raw_imagined_train_std,raw_imagined_test_mean,raw_imagined_test_std,preprocessed_imagined_train_mean,preprocessed_imagined_train_std,preprocessed_imagined_test_mean,preprocessed_imagined_test_std,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,raw_inner_train_mean,raw_inner_train_std,raw_inner_test_mean,raw_inner_test_std,preprocessed_inner_train_mean,preprocessed_inner_train_std,preprocessed_inner_test_mean,preprocessed_inner_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std,linear_imagined_train_mean,linear_imagined_train_std,linear_imagined_test_mean,linear_imagined_test_std,linear_inner_train_mean,linear_inner_train_std,linear_inner_test_mean,linear_inner_test_std
KNeighborsClassifier(n_jobs=-2),0.968100993,9.35e-05,0.940580241,0.000350455,0.872113357,0.000726188,0.739836369,0.000704772,0.325709028,0.008352167,0.082759866,0.004085811,0.995316569,0.000132727,0.987825521,0.00053203,0.922196722,0.000195498,0.819690114,0.001896162,0.335105461,0.013309745,0.0645682,0.009822673,0.331661704,0.003128593,0.08025714,0.007331336,0.309092935,0.007055771,0.077749694,0.011365319,0.3253866085722302,0.013323507554026715,0.07209879689808325,0.00786215458374378,0.32162779950817777,0.016210574305536664,0.07649184165687288,0.0032645748970411025
