k,raw_imagined_train,raw_imagined_test,raw_inner_train,raw_inner_test
1,1.0,0.0627170138888889,1.0,0.06434461805555555
5,0.30725678943452384,0.064208984375,0.30521065848214285,0.06388346354166667
13,0.20887974330357142,0.06331380208333333,0.20699637276785715,0.06190321180555555
37,0.145751953125,0.06268988715277778,0.14289202008928573,0.061686197916666664
101,0.11167689732142858,0.06312391493055555,0.11075846354166667,0.06236436631944445
445,0.08463541666666667,0.062255859375,0.08555385044642858,0.060980902777777776
845,0.07835751488095238,0.060356987847222224,0.07826450892857142,0.061686197916666664
1539,0.07459077380952381,0.06222873263888889,0.07517206101190477,0.061333550347222224
3939,0.071533203125,0.06228298611111111,0.07035900297619048,0.06201171875
