Method,raw_imagined_train_mean,raw_imagined_train_std,raw_imagined_test_mean,raw_imagined_test_std,preprocessed_imagined_train_mean,preprocessed_imagined_train_std,preprocessed_imagined_test_mean,preprocessed_imagined_test_std,features_imagined_train_mean,features_imagined_train_std,features_imagined_test_mean,features_imagined_test_std,raw_inner_train_mean,raw_inner_train_std,raw_inner_test_mean,raw_inner_test_std,preprocessed_inner_train_mean,preprocessed_inner_train_std,preprocessed_inner_test_mean,preprocessed_inner_test_std,features_inner_train_mean,features_inner_train_std,features_inner_test_mean,features_inner_test_std,mfcc_imagined_train_mean,mfcc_imagined_train_std,mfcc_imagined_test_mean,mfcc_imagined_test_std,mfcc_inner_train_mean,mfcc_inner_train_std,mfcc_inner_test_mean,mfcc_inner_test_std
"KNeighborsClassifier(n_jobs=-2, n_neighbors=139)",0.5846740722656251,0.0013427826852191,0.5626017252604166,0.0033395298344924,0.2865057020464892,0.0005625965884248,0.2485212555625121,0.0016108097367562,0.1047029025998674,0.0067215133613202,0.070212017803454,0.0108486199877159,0.5784830729166667,0.0007008390590147,0.5547037760416665,0.0014975174564227,0.2762758265764527,0.0012763302321008,0.2364223352403399,0.0014938010722856,0.1100290118523024,0.0086923240937004,0.0614424479277289,0.0009148767117555,0.11567459335073338,0.002065584390324435,0.07147223048204315,0.002627968601924166,0.09843134411758465,0.010750544569022814,0.055799810260113554,0.0038684769810374206
