Method,raw_train_mean,raw_train_std,raw_test_mean,raw_test_std,preprocessed_train_mean,preprocessed_train_std,preprocessed_test_mean,preprocessed_test_std,features_train_mean,features_train_std,features_test_mean,features_test_std,mfcc_train_mean,mfcc_train_std,mfcc_test_mean,mfcc_test_std
"KNeighborsClassifier(n_jobs=-2, n_neighbors=131)",0.7262915062394836,0.0011665322363427,0.7117675802331916,0.002073794193828,0.3248788534900505,0.0007424186028663,0.2881445804427555,0.0012834299437167,0.0930817610062893,0.0169694812116126,0.0641509433962264,0.0111091331651922,0.10628930817610065,0.011664928925151826,0.05534591194968554,0.012827722046774301
