Time:128Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15,Channel 16,Event Id,Event Date,Event Duration
8.2031250000,0,5475.1284179688,7088.9741210938,3153.9743652344,8333.7177734375,8306.7949218750,1292.6922607422,5404.1025390625,1426.4102783203,3978.4614257813,5532.9487304688,1205.7691650391,8081.7949218750,1653.3333740234,159.2307586670,841.2820434570,4162.9487304688,,,
8.2109375000,0,6944.6152343750,3225.1281738281,2302.0512695313,5425.7690429688,6053.0771484375,6756.4101562500,108.8461456299,978.2051391602,4725.2563476563,4843.5898437500,3384.3588867188,4415.1284179688,7396.2822265625,6790.7690429688,2851.7949218750,616.1538085938,,,
8.2187500000,0,2102.1794433594,1790.1281738281,1856.9230957031,7778.7177734375,2343.0769042969,3136.7949218750,4729.3588867188,3070.1281738281,7925.0000000000,6361.1538085938,3010.6411132813,904.3589477539,4302.0512695313,6240.7690429688,7054.1025390625,541.0256347656,,,
8.2265625000,0,3764.7436523438,3050.2563476563,2851.2819824219,314.4871826172,1074.4871826172,2578.5898437500,4661.1538085938,7978.2050781250,8233.0771484375,1438.0769042969,6622.5639648438,5231.5385742188,3485.6411132813,1646.9230957031,88.8461456299,4117.4360351563,,,
8.2343750000,0,1750.6409912109,2447.8205566406,3796.2819824219,954.4871826172,3533.3332519531,6637.9487304688,5280.5126953125,4605.1284179688,2901.9230957031,8051.2822265625,6516.6665039063,4944.3588867188,8127.8203125000,6363.5898437500,7807.0512695313,5727.0512695313,,,
8.2421875000,0,4601.2822265625,4083.3332519531,892.0512695313,4257.0512695313,5256.9228515625,6373.0771484375,6289.1025390625,4155.6411132813,8274.2304687500,3245.0000000000,7473.4614257813,6144.6152343750,6991.1538085938,3146.4101562500,8185.2563476563,7724.1025390625,,,
8.2500000000,0,4687.0512695313,3544.1025390625,4643.9741210938,6872.4360351563,5401.2822265625,5484.3588867188,2171.4101562500,8169.8715820313,5490.7690429688,7591.2822265625,202.5640869141,8199.7431640625,6306.7949218750,4004.1025390625,2570.1281738281,6941.2822265625,,,
8.2578125000,0,881.1538085938,7502.1796875000,2984.4870605469,4513.8461914063,2751.9230957031,1914.6153564453,6493.5898437500,3837.1794433594,6482.9487304688,8038.2050781250,7996.1538085938,77.1794815063,4496.6665039063,3821.5385742188,4663.4614257813,6072.3076171875,,,
8.2656250000,0,1414.4871826172,1600.1281738281,3124.8718261719,7684.4873046875,2978.7180175781,8325.5126953125,8270.6406250000,2645.7692871094,5199.6152343750,5930.3847656250,820.7692260742,3638.2050781250,6021.9228515625,7758.4614257813,1558.8461914063,5559.1025390625,,,
8.2734375000,0,7483.5898437500,6172.6923828125,2945.3845214844,8153.2050781250,31.2820415497,1499.4871826172,4298.2050781250,2818.8461914063,5259.6152343750,6779.2309570313,7240.8974609375,3690.6411132813,5695.0000000000,2557.6923828125,3242.9487304688,6646.5385742188,,,
8.2812500000,0,2143.9743652344,6.6666579247,2.9487090111,5935.5126953125,320.1282043457,3174.7436523438,7322.5639648438,7367.3076171875,5198.2050781250,4621.5385742188,5087.6923828125,1114.6153564453,2120.7692871094,7882.8203125000,6410.0000000000,4466.0258789063,,,
8.2890625000,0,5459.6152343750,5662.5639648438,8398.9746093750,5592.5639648438,267.4358825684,137.1794738770,7.6922988892,3985.1281738281,6107.8203125000,2425.2563476563,8311.0253906250,1266.0256347656,2710.8974609375,5700.6411132813,7549.8715820313,5287.5639648438,,,
8.2968750000,0,6859.3588867188,5240.5126953125,2066.0256347656,3485.5129394531,5097.5639648438,1602.9487304688,3710.0000000000,1083.2050781250,3558.0769042969,3832.6923828125,1032.8205566406,7420.3847656250,4786.0258789063,1150.6409912109,955.3845825195,5668.8461914063,,,
8.3046875000,0,4061.5385742188,7157.0512695313,7538.5898437500,1730.7691650391,5936.4101562500,6326.4101562500,6258.2050781250,8092.0512695313,685.3845825195,4916.7949218750,144.9999847412,6278.7177734375,6367.0512695313,4442.1796875000,208.9743499756,1879.1025390625,,,
8.3125000000,0,1678.8461914063,6227.9487304688,8206.5380859375,3759.2307128906,1851.2821044922,3979.2307128906,3762.1794433594,1628.7178955078,6793.7177734375,859.3589477539,290.5128173828,7745.1284179688,6561.0258789063,4276.9228515625,1617.6922607422,123.4615325928,,,
8.3203125000,0,1793.4615478516,5821.4101562500,8058.9746093750,3108.7180175781,3197.9487304688,7374.7436523438,5133.4614257813,4348.2050781250,3267.0512695313,8288.9746093750,1328.9743652344,6724.2309570313,101.6666564941,6143.0771484375,7105.0000000000,7911.1538085938,,,
8.3281250000,0,7436.9228515625,2131.4101562500,6529.6152343750,5977.4360351563,4097.3076171875,3555.3845214844,4031.9230957031,1554.4871826172,6059.2309570313,5365.3847656250,3833.9743652344,3993.0769042969,4376.6665039063,4053.8461914063,3850.7692871094,3729.2307128906,,,
8.3359375000,0,5768.4614257813,1732.4359130859,6695.3847656250,6926.5385742188,1250.8974609375,2939.1025390625,850.1281738281,4627.0512695313,6570.6411132813,6029.1025390625,1900.2563476563,2044.4871826172,5970.0000000000,7656.0258789063,7565.3847656250,5178.3334960938,,,
8.3437500000,0,2596.0256347656,6653.2050781250,5105.3847656250,3553.3332519531,601.9230957031,4880.5126953125,5675.8974609375,287.6922912598,3707.5642089844,3512.3076171875,4075.6411132813,5090.1284179688,4093.2050781250,7106.5385742188,6700.7690429688,1413.7178955078,,,
8.3515625000,0,1952.0512695313,7518.2050781250,4661.1538085938,2061.4101562500,6272.0512695313,1889.6153564453,2861.6667480469,3732.6923828125,7218.2050781250,3067.1794433594,7357.4360351563,7494.8715820313,1567.6922607422,2893.2050781250,1515.1281738281,943.9743652344,,,
8.3593750000,0,7770.7690429688,2747.5642089844,4235.8974609375,5964.7436523438,5586.0258789063,7008.7177734375,2226.7949218750,7322.1796875000,5431.7949218750,4171.2822265625,4564.3588867188,5226.6665039063,8090.6411132813,349.1025695801,427.9486999512,4008.0769042969,,,
8.3671875000,0,1056.4102783203,1278.2050781250,7676.4101562500,4488.0771484375,7758.8461914063,1444.2307128906,3375.6411132813,4783.0771484375,2052.1794433594,5719.1025390625,7997.3076171875,2941.6667480469,1325.7691650391,2344.7436523438,4615.3847656250,7093.5898437500,,,
8.3750000000,0,3655.8974609375,1564.2307128906,5842.6923828125,4132.3076171875,5778.8461914063,3916.4101562500,3716.6667480469,4388.7177734375,7781.0258789063,1521.9230957031,5619.4873046875,7207.4360351563,6882.1796875000,5590.5126953125,2657.0512695313,7214.4873046875,,,
8.3828125000,0,4827.5639648438,5088.2050781250,8301.7949218750,8095.5126953125,7270.7690429688,7062.4360351563,7935.0000000000,3276.6667480469,6816.0258789063,5648.3334960938,1698.8461914063,5412.9487304688,4946.9228515625,3785.6411132813,860.1281738281,5533.5898437500,,,
8.3906250000,0,4026.9230957031,240.5128173828,6082.5639648438,6623.3334960938,3011.6667480469,1724.1025390625,101.6666564941,8151.0258789063,3935.3845214844,4412.6923828125,2257.6923828125,4495.8974609375,6588.9741210938,7856.5385742188,398.0769042969,5234.2309570313,,,
8.3984375000,0,4704.3588867188,245.8974304199,2705.8974609375,2061.4101562500,6590.8974609375,6678.7177734375,6991.7949218750,3212.0512695313,7970.1284179688,1318.3333740234,3621.2819824219,4961.2822265625,3307.6923828125,7265.7690429688,4839.8715820313,942.3076782227,,,
8.4062500000,0,435.0000000000,4900.0000000000,136.1538391113,2653.7180175781,6079.7436523438,3835.6411132813,6470.8974609375,2730.2563476563,8173.2050781250,5992.3076171875,187.0512695313,5439.7436523438,6209.8715820313,5540.2563476563,6670.5126953125,6847.6923828125,,,
8.4140625000,0,7516.1538085938,1245.1281738281,7000.3847656250,2173.9743652344,6159.6152343750,6420.6411132813,1449.3590087891,1889.3590087891,7613.3334960938,834.7435913086,5559.4873046875,4422.6923828125,4469.3588867188,4867.1796875000,6892.8203125000,46.9230690002,,,
8.4218750000,0,2015.2563476563,475.8974304199,8180.6411132813,3606.9230957031,6710.2563476563,899.3589477539,3411.9230957031,474.2307739258,6849.3588867188,1613.8461914063,3522.5642089844,5668.8461914063,8075.6411132813,1718.3333740234,2037.0512695313,485.3846130371,,,
8.4296875000,0,6240.2563476563,1941.1538085938,4925.3847656250,262.6922912598,6840.5126953125,6535.7690429688,5715.7690429688,1852.9487304688,5715.7690429688,4159.1025390625,1920.0000000000,2257.6923828125,591.0256347656,4429.3588867188,7326.9228515625,4310.3847656250,,,
8.4375000000,0,1468.4615478516,174.7435760498,2689.2307128906,5200.1284179688,3551.7949218750,3837.1794433594,7703.8461914063,312.5640869141,111.9230651855,763.8461303711,2211.1538085938,5104.6152343750,1474.7435302734,7799.6152343750,3169.3588867188,5634.6152343750,,,
8.4453125000,0,5619.8715820313,1899.6153564453,1140.1281738281,3261.0256347656,5028.4614257813,4250.6411132813,4567.4360351563,721.5384521484,6611.7949218750,1818.2050781250,1117.5640869141,8169.6152343750,5486.5385742188,1512.3077392578,8121.5385742188,3340.7692871094,,,
8.4531250000,0,5392.6923828125,2526.9230957031,1569.1025390625,6104.4873046875,4826.9228515625,5239.1025390625,2666.1538085938,1125.1281738281,5708.0771484375,3547.5642089844,7640.2563476563,4519.1025390625,1095.5128173828,2077.8205566406,198.4615325928,7424.3588867188,,,
8.4609375000,0,4742.4360351563,3264.3588867188,5477.9487304688,7918.9746093750,6747.0512695313,947.5640869141,1818.0769042969,3931.1538085938,4675.1284179688,5515.3847656250,2174.2307128906,2282.4357910156,226.1538391113,6117.1796875000,7228.7177734375,1773.0769042969,,,
8.4687500000,0,4028.5898437500,7662.4360351563,7748.8461914063,7812.3076171875,2432.8205566406,3436.2819824219,6788.7177734375,1233.9743652344,769.6153564453,2263.2050781250,5822.9487304688,743.8461303711,679.6153564453,3344.7436523438,6860.1284179688,3353.0769042969,,,
8.4765625000,0,5752.5639648438,4870.6411132813,4640.3847656250,6069.8715820313,7699.1025390625,2567.3076171875,7257.4360351563,7441.6665039063,6567.3076171875,7638.5898437500,6085.0000000000,5374.3588867188,8282.0517578125,2703.9743652344,5771.1538085938,702.5640869141,,,
8.4843750000,0,699.1025390625,2344.2307128906,4406.2822265625,4565.8974609375,4606.0258789063,7548.9746093750,3234.1025390625,8050.7690429688,3481.1538085938,7830.3847656250,4388.0771484375,6941.9228515625,4253.8461914063,6100.3847656250,5748.9741210938,6649.2309570313,,,
8.4921875000,0,6704.4873046875,587.9487304688,4167.3076171875,4852.1796875000,2756.6667480469,6172.4360351563,5578.5898437500,5840.1284179688,1152.5640869141,345.6410217285,243.3333282471,2652.3076171875,6533.3334960938,5599.3588867188,1396.2821044922,910.5128173828,,,
8.5000000000,0,794.3589477539,7147.8203125000,2149.7436523438,1918.9743652344,5619.1025390625,5036.5385742188,6481.2822265625,4757.9487304688,7029.7436523438,4994.4873046875,7263.8461914063,6999.2309570313,2650.0000000000,6643.7177734375,4113.3334960938,8132.9487304688,,,
8.5078125000,0,1507.9487304688,4325.2563476563,3851.1538085938,2891.4101562500,947.4359130859,8248.8457031250,7220.6411132813,83.7179412842,2782.1794433594,5639.4873046875,8099.4873046875,5339.3588867188,73.7179412842,3032.3076171875,1687.4359130859,3585.2563476563,,,
8.5156250000,0,6188.2050781250,4114.4873046875,6577.5639648438,3478.5898437500,7897.9487304688,1614.3590087891,5019.4873046875,263.8461303711,1590.8974609375,4428.7177734375,1383.8461914063,1222.1794433594,6450.7690429688,3300.3845214844,6053.5898437500,1511.5384521484,,,
8.5234375000,0,5227.9487304688,7917.5639648438,5530.1284179688,922.6923217773,1453.3333740234,3484.2307128906,755.3845825195,3449.1025390625,699.7435913086,3988.7180175781,6457.1796875000,6919.6152343750,4453.0771484375,6592.0512695313,4323.8461914063,605.3845825195,,,
8.5312500000,0,5571.6665039063,6736.5385742188,2960.3845214844,7590.2563476563,6901.4101562500,2749.3588867188,8326.4101562500,2573.3332519531,5755.5126953125,6113.4614257813,1733.2050781250,2572.3076171875,4436.1538085938,4984.2309570313,6875.7690429688,2254.7436523438,,,
8.5390625000,0,77.9487075806,88.2051162720,3678.2050781250,4897.1796875000,3982.8205566406,2778.4614257813,1463.9743652344,5566.4101562500,8001.9228515625,750.2564086914,587.4359130859,2363.8461914063,6070.2563476563,5230.2563476563,4256.7949218750,5389.6152343750,,,
8.5468750000,0,6847.8203125000,2219.4870605469,2900.7692871094,6978.3334960938,4948.5898437500,7081.2822265625,7317.9487304688,4033.4614257813,367.9486999512,6022.8203125000,3808.0769042969,4817.9487304688,5675.7690429688,5861.1538085938,989.1025390625,7974.6152343750,,,
8.5546875000,0,5391.6665039063,4177.0512695313,6657.3076171875,4625.3847656250,473.4615173340,1485.3846435547,802.5640869141,8217.6923828125,7200.5126953125,983.8461303711,1931.9230957031,4188.0771484375,181.0256347656,3156.9230957031,5887.1796875000,6131.0258789063,,,
8.5625000000,0,8285.0000000000,4361.1538085938,7392.0512695313,2314.8718261719,2393.5898437500,6132.5639648438,2275.0000000000,1115.8974609375,1605.7691650391,5527.4360351563,2602.1794433594,4967.6923828125,3426.5385742188,19.3589649200,5084.1025390625,7860.2563476563,,,
8.5703125000,0,1962.9487304688,3929.3588867188,4578.9741210938,7674.1025390625,789.8717651367,3626.9230957031,5901.4101562500,2049.3588867188,8331.5380859375,860.6409912109,7635.1284179688,2584.8718261719,2442.0512695313,3818.4614257813,6235.5126953125,8313.3330078125,,,
8.5781250000,0,7779.3588867188,7564.8715820313,3000.2563476563,4440.5126953125,2984.4870605469,7827.9487304688,5099.1025390625,7854.7436523438,574.3589477539,7602.1796875000,4927.0512695313,4232.0512695313,4179.3588867188,3497.5642089844,4290.2563476563,275.8974304199,,,
8.5859375000,0,2168.8461914063,2237.4357910156,5804.1025390625,2464.7436523438,6288.4614257813,6591.0258789063,3579.7436523438,2765.1281738281,4215.8974609375,6414.3588867188,3526.9230957031,743.9743652344,5746.4101562500,459.7435913086,468.9743652344,6142.9487304688,,,
8.5937500000,0,2575.7692871094,7891.1538085938,1558.2050781250,6577.3076171875,7753.9746093750,5255.3847656250,42.1794776917,4721.7949218750,4992.8203125000,6505.0000000000,4745.5126953125,6365.2563476563,2604.6154785156,3201.7949218750,6410.2563476563,4381.9228515625,,,
8.6015625000,0,2576.7949218750,926.6666870117,1130.7691650391,6093.4614257813,5257.5639648438,6070.3847656250,7843.9746093750,7633.7177734375,634.7435913086,5323.7177734375,3111.6667480469,1671.9230957031,3127.4357910156,5738.4614257813,3075.7692871094,1802.6922607422,,,
8.6093750000,0,5065.8974609375,4070.5129394531,7791.5385742188,2785.7692871094,761.1538085938,4210.6411132813,1067.1794433594,6132.9487304688,4929.3588867188,1909.3590087891,3783.4614257813,6766.6665039063,7963.7177734375,307.5640869141,4857.0512695313,2303.2050781250,,,
8.6171875000,0,4791.1538085938,2873.7180175781,6736.9228515625,3411.6667480469,4570.6411132813,6305.5126953125,8268.5898437500,4878.3334960938,3281.2819824219,2456.9230957031,5981.5385742188,4062.8205566406,4919.4873046875,5016.9228515625,2404.1025390625,2169.1025390625,,,
8.6250000000,0,3475.3845214844,1693.5897216797,5298.3334960938,5861.9228515625,66.5384521484,7474.3588867188,6791.0258789063,5091.7949218750,2736.0256347656,6263.7177734375,3121.7949218750,279.6153869629,4594.7436523438,1689.6153564453,2843.3332519531,5279.1025390625,,,
8.6328125000,0,3614.7436523438,6376.0258789063,794.8717651367,4878.4614257813,1072.1794433594,3273.4614257813,1787.5640869141,6960.0000000000,5702.0512695313,40.7692222595,4041.2819824219,5768.5898437500,7596.5385742188,6858.8461914063,3724.8718261719,926.4102783203,,,
8.6406250000,0,5970.6411132813,141.2820434570,3713.8461914063,879.8717651367,1203.7178955078,4989.1025390625,7113.7177734375,6555.8974609375,165.5128173828,7585.1284179688,6712.0512695313,740.1281738281,2751.0256347656,8182.4360351563,1213.4615478516,4102.4360351563,,,
8.6484375000,0,6148.7177734375,2606.5385742188,660.7692260742,4048.3332519531,5301.6665039063,6053.0771484375,7928.8461914063,5284.8715820313,4110.0000000000,5003.0771484375,2498.5898437500,8311.0253906250,5214.1025390625,2017.5640869141,2988.2050781250,4486.0258789063,,,
8.6562500000,0,5622.5639648438,2226.6667480469,2953.2050781250,3249.6154785156,4562.1796875000,2951.9230957031,2554.2307128906,1676.6666259766,2951.7949218750,1517.3077392578,2426.5385742188,840.0000000000,7504.8715820313,5430.0000000000,1820.7691650391,5222.0512695313,,,
8.6640625000,0,803.3333129883,1015.1281738281,6620.3847656250,6015.8974609375,2891.4101562500,6463.7177734375,2392.3076171875,2685.2563476563,3897.0512695313,3477.0512695313,6873.3334960938,6703.7177734375,1950.8974609375,5539.4873046875,402.6922912598,1553.8461914063,,,
8.6718750000,0,3126.7949218750,8090.7690429688,7116.5385742188,2194.3588867188,5873.8461914063,5813.0771484375,7934.7436523438,4924.6152343750,4215.0000000000,4886.9228515625,4900.2563476563,150.6410217285,6615.3847656250,6944.8715820313,4855.6411132813,7983.0771484375,,,
8.6796875000,0,3493.9743652344,5676.4101562500,3580.0000000000,2470.0000000000,2690.3845214844,4132.6923828125,1573.3333740234,30.3846073151,6510.6411132813,646.6666870117,7769.2309570313,3368.7180175781,7110.2563476563,2602.3076171875,3364.2307128906,5503.8461914063,,,
8.6875000000,0,2662.8205566406,6501.1538085938,7916.9228515625,1562.5640869141,7202.0512695313,5708.5898437500,3555.6411132813,6841.4101562500,6995.6411132813,2830.1281738281,2317.3076171875,2850.3845214844,2344.2307128906,1604.3590087891,529.7435913086,2555.2563476563,,,
8.6953125000,0,239.9999847412,3285.0000000000,1464.2307128906,5521.0258789063,5506.5385742188,7022.9487304688,6355.1284179688,2816.4101562500,7774.3588867188,5774.2309570313,174.6153717041,3352.0512695313,3756.0256347656,6754.1025390625,4463.5898437500,6480.6411132813,,,
8.7031250000,0,1070.3846435547,3675.1281738281,6827.4360351563,7744.1025390625,7385.1284179688,1739.3590087891,6811.0258789063,6258.7177734375,7702.9487304688,1582.8205566406,1198.0769042969,5805.0000000000,4659.4873046875,5550.1284179688,5291.0258789063,3214.2307128906,,,
8.7109375000,0,2545.3845214844,2032.8205566406,8393.5898437500,7300.1284179688,2403.4614257813,6279.7436523438,7703.9746093750,2826.5385742188,3401.6667480469,377.9486999512,252.6923065186,1867.4359130859,7093.4614257813,4945.3847656250,3383.2050781250,283.7179260254,,,
8.7187500000,0,4613.7177734375,7898.4614257813,6785.3847656250,1193.9743652344,6230.2563476563,5636.9228515625,2769.4870605469,5560.8974609375,7679.2309570313,326.5384521484,4110.8974609375,1005.2564086914,4334.4873046875,5618.5898437500,729.6153564453,5564.1025390625,,,
8.7265625000,0,4211.4101562500,3660.6411132813,5625.3847656250,2608.3332519531,1985.3846435547,4812.5639648438,4337.3076171875,7892.0512695313,3987.8205566406,5534.6152343750,1795.1281738281,7368.5898437500,2343.3332519531,6837.3076171875,4737.6923828125,407.4358825684,,,
8.7343750000,0,5593.5898437500,397.1794738770,3357.5642089844,7633.3334960938,5795.5126953125,2653.2050781250,7569.2309570313,7854.8715820313,5653.3334960938,7765.2563476563,3085.2563476563,5080.2563476563,181.5384521484,3678.9743652344,3287.8205566406,4849.4873046875,,,
8.7421875000,0,3323.5898437500,3710.8974609375,5963.9741210938,3033.4614257813,6563.7177734375,1651.2821044922,1035.8974609375,7266.7949218750,5315.6411132813,3900.0000000000,7060.2563476563,189.9999847412,4935.6411132813,1152.1794433594,1562.4359130859,6787.0512695313,,,
8.7500000000,0,7135.5126953125,7168.0771484375,2789.1025390625,7024.3588867188,2281.2819824219,5081.7949218750,2568.3332519531,3085.6411132813,2931.1538085938,2023.4615478516,2160.6411132813,6939.4873046875,7567.4360351563,5924.8715820313,6924.3588867188,7257.4360351563,,,
8.7578125000,0,5799.4873046875,5974.1025390625,7640.2563476563,824.1025390625,5207.1796875000,6509.6152343750,5617.6923828125,2713.7180175781,2886.0256347656,7163.9741210938,4254.8715820313,5088.5898437500,6989.1025390625,7258.3334960938,2270.0000000000,7900.8974609375,,,
8.7656250000,0,199.6153717041,7298.2050781250,4413.8461914063,7227.1796875000,2752.4357910156,4715.2563476563,5445.3847656250,4884.1025390625,8145.8974609375,5130.3847656250,5706.7949218750,3869.7436523438,850.0000000000,2846.9230957031,1470.6409912109,2314.3588867188,,,
