Time:128Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15,Channel 16,Event Id,Event Date,Event Duration
151.0156249998,13,8168.5898437500,537.3076782227,538.5897216797,6173.7177734375,1832.0512695313,6821.9228515625,184.3589630127,7209.8715820313,4753.9741210938,4940.0000000000,1516.2821044922,7976.6665039063,6246.2822265625,5722.5639648438,607.9487304688,7652.9487304688,,,
151.0234374998,13,3308.2050781250,2788.8461914063,5546.1538085938,6318.9741210938,314.6153869629,6831.2822265625,909.7435913086,3077.3076171875,4880.8974609375,587.3076782227,4734.2309570313,1215.0000000000,916.7948608398,7304.4873046875,6642.4360351563,3417.6923828125,,,
151.0312499998,13,1686.9230957031,7717.3076171875,5490.2563476563,5540.8974609375,5780.8974609375,4540.5126953125,3868.0769042969,855.3845825195,5618.0771484375,4097.4360351563,6626.4101562500,2850.8974609375,7488.8461914063,5885.1284179688,3570.7692871094,7885.6411132813,,,
151.0390624998,13,4036.5385742188,1769.6153564453,39.6153755188,6085.5126953125,2290.3845214844,3400.8974609375,4935.8974609375,7357.0512695313,5381.9228515625,6810.5126953125,4229.1025390625,6607.1796875000,5805.0000000000,2809.1025390625,1424.8718261719,6053.5898437500,,,
151.0468749998,13,7176.0258789063,5032.9487304688,4116.7949218750,359.3589782715,4612.4360351563,3875.3845214844,5707.9487304688,2662.8205566406,4741.1538085938,4893.5898437500,8141.2822265625,4744.2309570313,1508.5897216797,1177.3077392578,5270.1284179688,2264.2307128906,,,
151.0546874998,13,4430.5126953125,5010.5126953125,4017.3076171875,5142.0512695313,2762.3076171875,3403.9743652344,3809.8718261719,3212.0512695313,6365.5126953125,6607.6923828125,6371.6665039063,6593.7177734375,6211.4101562500,4881.0258789063,6711.4101562500,253.3333282471,,,
151.0624999998,13,7538.3334960938,2765.0000000000,3621.6667480469,2987.9487304688,318.0769042969,8339.6152343750,1074.3590087891,1425.1281738281,2580.5126953125,4022.3076171875,6402.9487304688,2528.4614257813,1925.0000000000,605.7692260742,5712.4360351563,6350.7690429688,,,
151.0703124998,13,6474.3588867188,6745.5126953125,967.3076782227,3187.1794433594,6086.7949218750,1673.5897216797,1796.7949218750,4919.2309570313,7256.0258789063,3269.2307128906,5922.3076171875,6409.4873046875,1454.3590087891,1280.3846435547,6200.2563476563,3912.5642089844,,,
151.0781249998,13,605.1281738281,7192.5639648438,7394.7436523438,22.1794776917,2977.5642089844,4239.7436523438,4606.9228515625,8221.2822265625,1981.6666259766,126.2820434570,1746.7949218750,36.5384521484,8125.2563476563,6641.4101562500,2739.1025390625,24.1025543213,,,
151.0859374998,13,894.3589477539,7560.5126953125,6297.0512695313,7998.5898437500,6966.1538085938,8243.0771484375,6969.2309570313,546.4102783203,1525.1281738281,7609.7436523438,4023.4614257813,5960.0000000000,6044.7436523438,93.8461456299,7579.2309570313,6997.0512695313,,,
151.0937499998,13,647.0512695313,2131.9230957031,7343.4614257813,2910.0000000000,6147.8203125000,5900.6411132813,1018.7179565430,6156.9228515625,227.6923065186,1011.7948608398,1484.8718261719,4433.3334960938,5392.9487304688,1795.0000000000,4164.3588867188,580.5128173828,,,
151.1015624998,13,8088.2050781250,7789.3588867188,4239.8715820313,3352.4357910156,3722.6923828125,6167.5639648438,3422.3076171875,5137.9487304688,6985.8974609375,3341.1538085938,1815.5128173828,4670.5126953125,7536.9228515625,6622.6923828125,2190.8974609375,7123.8461914063,,,
151.1093749998,13,3206.7949218750,5092.9487304688,6986.1538085938,5291.2822265625,5757.3076171875,4374.7436523438,2800.3845214844,3259.1025390625,7431.1538085938,6323.3334960938,4948.4614257813,4466.9228515625,3229.7436523438,4603.0771484375,774.1025390625,6614.3588867188,,,
151.1171874998,13,4976.2822265625,7007.0512695313,44.8717842102,477.9486999512,4215.0000000000,480.3846130371,443.3333129883,2426.1538085938,5410.3847656250,6059.8715820313,3659.2307128906,7192.6923828125,2829.4870605469,905.7692260742,4110.6411132813,5800.0000000000,,,
151.1249999998,13,2586.0256347656,5662.3076171875,6030.1284179688,2189.4870605469,8191.5385742188,5946.5385742188,3349.1025390625,3514.1025390625,2318.4614257813,6294.2309570313,5320.2563476563,3887.8205566406,8380.0000000000,5741.6665039063,495.8974304199,1009.2307739258,,,
151.1328124998,13,2038.0769042969,4274.6152343750,931.2820434570,7180.5126953125,5614.1025390625,3594.7436523438,7985.0000000000,3508.2050781250,4468.2050781250,40.7692222595,771.9230957031,3047.8205566406,6017.6923828125,659.7435913086,5396.1538085938,7197.0512695313,,,
151.1406249998,13,595.6409912109,119.3589630127,1053.9743652344,396.9230651855,3477.8205566406,2595.1281738281,975.3845825195,5906.4101562500,648.9743652344,1377.3077392578,5822.4360351563,5124.8715820313,2663.4614257813,3755.3845214844,29.4871711731,3348.0769042969,,,
151.1484374998,13,1940.0000000000,5405.2563476563,1278.7178955078,7158.0771484375,530.1281738281,3058.7180175781,4605.5126953125,7878.8461914063,891.1538085938,8088.0771484375,5738.9741210938,3749.3588867188,2163.0769042969,2297.3076171875,6495.7690429688,1387.5640869141,,,
151.1562499998,13,4389.3588867188,3629.4870605469,6102.6923828125,228.3333282471,7062.4360351563,1233.7178955078,6418.9741210938,3702.9487304688,2523.5898437500,5025.6411132813,214.1025543213,1324.2307128906,3161.1538085938,3656.4101562500,1934.3590087891,1738.8461914063,,,
151.1640624998,13,7013.9741210938,4025.3845214844,6361.0258789063,3311.2819824219,6724.2309570313,140.7692260742,3848.7180175781,6583.4614257813,2694.7436523438,6924.1025390625,7797.9487304688,2099.6154785156,2031.5384521484,4695.8974609375,1002.8204956055,4167.1796875000,,,
151.1718749998,13,3748.3332519531,6628.2050781250,3945.7692871094,5284.7436523438,4510.7690429688,992.0512695313,1853.5897216797,2943.3332519531,5645.7690429688,5069.2309570313,4805.5126953125,4226.4101562500,1020.2564086914,3087.0512695313,6793.4614257813,5056.2822265625,,,
151.1796874998,13,3295.5129394531,340.6410217285,758.5897216797,4738.8461914063,2281.6667480469,7118.8461914063,7148.9741210938,7879.4873046875,5.3846063614,5509.4873046875,1850.6409912109,5040.6411132813,5007.4360351563,5144.1025390625,2722.3076171875,2624.7436523438,,,
151.1874999998,13,4169.8715820313,5073.0771484375,3025.7692871094,5607.0512695313,1989.2307128906,5802.3076171875,3174.6154785156,6623.7177734375,1755.8974609375,6861.4101562500,2455.7692871094,8257.6923828125,7490.1284179688,7581.5385742188,5726.7949218750,5002.3076171875,,,
151.1953124998,13,1180.1281738281,5607.4360351563,2363.8461914063,6046.0258789063,12.8205041885,4364.2309570313,5669.4873046875,1103.5897216797,4942.9487304688,7967.3076171875,6105.1284179688,3214.6154785156,4188.0771484375,4617.1796875000,1779.4871826172,7188.3334960938,,,
151.2031249998,13,3605.2563476563,6456.0258789063,1172.6922607422,1973.2050781250,6277.1796875000,7988.3334960938,3935.7692871094,1682.3077392578,3888.8461914063,6868.0771484375,8151.5385742188,3846.7949218750,6712.0512695313,7243.3334960938,4073.7180175781,80.2564010620,,,
151.2109374998,13,5805.0000000000,5614.8715820313,1860.7691650391,7794.6152343750,1812.5640869141,1791.1538085938,4087.3076171875,6203.2050781250,7826.7949218750,3501.2819824219,2244.1025390625,4317.0512695313,3248.0769042969,5544.7436523438,7228.7177734375,5322.6923828125,,,
151.2187499998,13,6155.0000000000,547.5640869141,1624.8718261719,4598.4614257813,5364.1025390625,2931.1538085938,2660.0000000000,7261.5385742188,3888.4614257813,1544.7435302734,5891.7949218750,6667.6923828125,853.3333129883,2745.1281738281,215.7692260742,5314.2309570313,,,
151.2265624998,13,7617.1796875000,6030.7690429688,7926.9228515625,6299.7436523438,6651.2822265625,3486.4101562500,5157.9487304688,7282.3076171875,8369.4873046875,5934.3588867188,3900.5129394531,5169.7436523438,7871.2822265625,2612.3076171875,4216.7949218750,1623.8461914063,,,
151.2343749998,13,647.1795043945,2443.0769042969,4429.6152343750,1828.3333740234,3650.2563476563,7637.5639648438,5506.1538085938,2209.7436523438,1652.8205566406,1918.7178955078,3932.1794433594,1708.5897216797,6239.1025390625,7812.1796875000,746.2820434570,5476.1538085938,,,
151.2421874998,13,8339.6152343750,1702.4359130859,4080.2563476563,3950.6411132813,332.8204956055,5567.9487304688,4176.1538085938,7298.9746093750,7642.3076171875,4138.4614257813,1314.2307128906,3104.2307128906,1006.9230957031,7956.5385742188,3334.7436523438,2999.7436523438,,,
151.2499999998,13,4106.9228515625,6947.5639648438,2689.3588867188,4069.1025390625,2975.3845214844,4343.3334960938,5528.3334960938,562.4359130859,7566.9228515625,3356.2819824219,8207.1796875000,1800.3846435547,5137.1796875000,6678.0771484375,949.8717651367,5205.8974609375,,,
151.2578124998,13,8162.0512695313,4370.1284179688,1328.3333740234,548.4615478516,6976.1538085938,5942.9487304688,1780.6409912109,3681.0256347656,2660.8974609375,1289.4871826172,788.7179565430,7807.0512695313,295.7692260742,3276.5385742188,6765.8974609375,8343.3330078125,,,
151.2656249998,13,5651.0258789063,8238.8457031250,5799.3588867188,8257.9482421875,6106.0258789063,4957.9487304688,6030.7690429688,7325.8974609375,5877.8203125000,6070.7690429688,692.6923217773,3522.4357910156,916.4102783203,5018.5898437500,613.3333129883,2912.3076171875,,,
151.2734374998,13,7594.2309570313,4675.6411132813,5143.5898437500,2220.8974609375,2189.2307128906,6693.3334960938,6961.1538085938,364.8717956543,1200.7691650391,2680.5126953125,6778.4614257813,3299.4870605469,2105.1281738281,6795.7690429688,5646.5385742188,6422.8203125000,,,
151.2812499998,13,2208.7180175781,5453.3334960938,3896.9230957031,2751.0256347656,5328.4614257813,1186.9230957031,983.2051391602,5662.8203125000,2605.8974609375,1964.4871826172,461.1538391113,4086.2819824219,2735.1281738281,5376.6665039063,5685.2563476563,4938.4614257813,,,
151.2890624998,13,1355.6409912109,2175.3845214844,5818.9741210938,1681.4102783203,4083.5898437500,5000.5126953125,1165.1281738281,4466.4101562500,441.7948608398,891.5384521484,3130.2563476563,175.5128173828,1334.1025390625,4469.4873046875,7227.1796875000,5445.7690429688,,,
151.2968749998,13,4505.8974609375,3670.6411132813,7125.7690429688,4866.2822265625,2038.9743652344,5525.8974609375,3707.0512695313,1796.9230957031,6897.6923828125,4116.9228515625,2294.6154785156,8207.6923828125,5733.7177734375,5296.0258789063,688.8461303711,7246.7949218750,,,
151.3046874998,13,7956.7949218750,6472.3076171875,7863.9746093750,1883.5897216797,8175.8974609375,5044.6152343750,609.3589477539,3525.2563476563,7551.0258789063,1965.7691650391,7217.1796875000,6233.2050781250,7270.8974609375,2200.7692871094,6752.5639648438,1513.7178955078,,,
151.3124999998,13,4854.1025390625,4276.4101562500,5481.0258789063,5548.9741210938,2320.6411132813,6476.6665039063,7188.0771484375,4763.9741210938,3746.1538085938,3721.1538085938,6216.0258789063,7903.9746093750,4602.5639648438,8057.3076171875,7151.6665039063,4539.2309570313,,,
151.3203124998,13,7821.1538085938,804.4871826172,8150.8974609375,6852.0512695313,813.2051391602,8331.6669921875,3314.3588867188,8079.2309570313,3784.6154785156,3342.5642089844,7551.1538085938,932.0512695313,4281.7949218750,3141.1538085938,4068.3332519531,6606.5385742188,,,
151.3281249998,13,4520.8974609375,7400.2563476563,5077.5639648438,5896.4101562500,8244.2304687500,7615.2563476563,478.4615173340,693.9743652344,6999.1025390625,2626.1538085938,6820.2563476563,7012.3076171875,8221.1542968750,92.4358901978,8071.0258789063,7100.8974609375,,,
151.3359374998,13,205.3846130371,6093.2050781250,1241.5384521484,1071.2821044922,816.1538085938,4142.4360351563,4290.6411132813,6009.2309570313,3555.5129394531,4575.5126953125,7156.1538085938,1502.9487304688,6391.6665039063,3478.7180175781,8226.0253906250,7995.6411132813,,,
151.3437499998,13,3254.2307128906,6072.9487304688,6772.9487304688,4665.2563476563,1962.6922607422,8165.5126953125,2893.3332519531,2788.5898437500,7447.4360351563,8076.9228515625,363.0769042969,5592.0512695313,1395.0000000000,7214.3588867188,3019.4870605469,3779.4870605469,,,
151.3515624998,13,8307.6923828125,283.4615173340,4193.8461914063,3555.8974609375,2724.7436523438,6368.5898437500,5895.1284179688,7956.4101562500,5817.0512695313,5127.6923828125,876.5384521484,6439.4873046875,7942.3076171875,1448.9743652344,957.8204956055,4394.2309570313,,,
151.3593749998,13,7488.9746093750,4593.3334960938,2384.8718261719,5124.1025390625,5587.3076171875,6020.7690429688,1986.5384521484,5081.5385742188,7476.4101562500,3342.8205566406,7900.6411132813,8322.0517578125,416.1538391113,4435.1284179688,4322.3076171875,853.8461303711,,,
151.3671874998,13,3862.6923828125,5321.4101562500,34.8717842102,8199.8720703125,385.1282043457,4952.1796875000,2720.0000000000,6723.8461914063,3564.7436523438,7700.1284179688,3581.9230957031,3451.7949218750,1621.1538085938,6419.4873046875,2127.1794433594,7473.4614257813,,,
151.3749999998,13,2672.8205566406,1292.8205566406,6025.3847656250,4745.7690429688,6152.5639648438,2493.7180175781,7140.8974609375,8186.4101562500,633.5897216797,8081.6665039063,6500.2563476563,3836.0256347656,5915.7690429688,750.1281738281,6928.9741210938,8067.3076171875,,,
151.3828124998,13,7698.2050781250,1259.1025390625,5045.0000000000,5817.5639648438,7022.9487304688,2655.6411132813,339.8717956543,2684.6154785156,7094.7436523438,1850.6409912109,6455.6411132813,7185.8974609375,3941.9230957031,4113.7177734375,5488.2050781250,7267.1796875000,,,
151.3906249998,13,2415.0000000000,6608.8461914063,2250.3845214844,251.2820434570,1875.1281738281,1908.2050781250,5775.1284179688,4322.6923828125,4319.2309570313,5943.8461914063,1025.6409912109,7469.8715820313,5743.2050781250,151.1538391113,510.7692260742,7626.1538085938,,,
151.3984374998,13,825.2564086914,2079.6154785156,2680.2563476563,3722.1794433594,4646.6665039063,4281.1538085938,3525.1281738281,6772.0512695313,5719.1025390625,907.0512695313,1091.0256347656,6943.5898437500,4099.8715820313,2788.0769042969,7891.4101562500,2201.2819824219,,,
151.4062499998,13,8190.2563476563,3152.3076171875,2872.5642089844,1491.4102783203,1610.7691650391,3180.1281738281,2256.7949218750,5547.8203125000,1642.0512695313,1121.4102783203,5540.1284179688,1225.3846435547,4038.5898437500,1300.2563476563,6113.8461914063,4141.5385742188,,,
151.4140624998,13,5259.6152343750,921.7948608398,1235.8974609375,7308.8461914063,7133.0771484375,1613.7178955078,266.1538391113,5982.4360351563,6323.0771484375,1391.7949218750,8200.8974609375,4051.9230957031,6813.0771484375,1074.3590087891,756.4102783203,383.8461608887,,,
151.4218749998,13,5443.0771484375,92.5640945435,6623.8461914063,7566.2822265625,6587.0512695313,803.0769042969,7268.8461914063,5695.1284179688,7692.4360351563,8162.1796875000,646.5384521484,843.7179565430,800.6409912109,3603.8461914063,5582.0512695313,5134.2309570313,,,
151.4296874998,13,1272.0512695313,7221.2822265625,2595.5126953125,7446.5385742188,7183.4614257813,4590.0000000000,1374.2307128906,2101.4101562500,4707.3076171875,5652.9487304688,796.6666870117,7468.0771484375,6377.1796875000,6682.9487304688,6792.0512695313,4880.7690429688,,,
151.4374999998,13,2150.2563476563,5047.8203125000,606.0256347656,4832.1796875000,3104.8718261719,4392.0512695313,771.9230957031,6791.6665039063,750.2564086914,7624.1025390625,7987.9487304688,4245.1284179688,8372.4355468750,533.4615478516,5902.8203125000,5216.0258789063,,,
151.4453124998,13,2307.1794433594,7680.6411132813,3798.8461914063,1782.8205566406,8081.6665039063,4679.2309570313,4083.8461914063,8037.8203125000,4173.4614257813,2522.6923828125,8065.2563476563,350.2564086914,408.0769042969,1473.8461914063,6138.7177734375,8183.0771484375,,,
151.4531249998,13,4351.4101562500,6863.7177734375,2921.6667480469,1700.5128173828,370.7692260742,2806.2819824219,6242.6923828125,8322.9482421875,2408.4614257813,4727.6923828125,4013.7180175781,6736.4101562500,7936.1538085938,3801.7949218750,7422.4360351563,4523.7177734375,,,
151.4609374998,13,5933.5898437500,4745.0000000000,4932.3076171875,2147.8205566406,3008.5898437500,935.7692260742,148.2051239014,5484.2309570313,8176.9228515625,5745.8974609375,1481.4102783203,4.2307600975,5976.9228515625,442.0512695313,5370.1284179688,7240.8974609375,,,
151.4687499998,13,8234.8720703125,5168.3334960938,5491.9228515625,4002.9487304688,954.6153564453,3913.5898437500,6698.5898437500,4968.8461914063,1408.5897216797,1866.1538085938,7213.0771484375,5.5128116608,2517.8205566406,4085.1281738281,8102.3076171875,1762.4359130859,,,
151.4765624998,13,802.6923217773,7479.2309570313,1668.5897216797,2876.5385742188,3742.5642089844,6905.2563476563,4773.5898437500,1633.0769042969,1011.0256347656,398.8461608887,1896.0256347656,6345.7690429688,261.9230651855,5883.8461914063,5392.8203125000,2961.5385742188,,,
151.4843749998,13,4169.2309570313,1954.7435302734,3888.9743652344,1188.4615478516,7601.1538085938,2964.1025390625,3946.1538085938,1854.8718261719,4365.1284179688,295.3846130371,4502.5639648438,763.8461303711,7126.7949218750,1030.3846435547,5117.8203125000,7850.6411132813,,,
151.4921874998,13,195.2564086914,800.0000000000,2317.0512695313,7461.0258789063,4708.5898437500,5788.7177734375,6456.0258789063,4884.8715820313,5741.5385742188,1140.1281738281,5435.2563476563,3866.5385742188,5955.6411132813,7488.3334960938,6938.4614257813,2978.9743652344,,,
151.4999999998,13,2792.4357910156,6768.3334960938,2892.5642089844,396.2820434570,6371.6665039063,7693.3334960938,4307.0512695313,2145.0000000000,84.8717880249,2280.3845214844,4133.0771484375,3788.8461914063,6110.1284179688,1277.3077392578,2581.9230957031,5035.1284179688,,,
151.5078124998,13,1438.0769042969,7017.9487304688,242.3076782227,5615.8974609375,1682.6922607422,5545.1284179688,7469.1025390625,4069.2307128906,2448.3332519531,5575.0000000000,5439.8715820313,3800.1281738281,6193.0771484375,4055.8974609375,1198.4615478516,791.5384521484,,,
151.5156249998,13,3785.1281738281,5645.5126953125,1654.6153564453,3357.6923828125,6246.0258789063,8165.8974609375,4811.2822265625,570.0000000000,334.3589782715,6690.5126953125,5110.5126953125,102.5640945435,4596.1538085938,8073.0771484375,6412.6923828125,3849.1025390625,,,
151.5234374998,13,8201.7949218750,3521.1538085938,8175.6411132813,3391.4101562500,4997.1796875000,3469.8718261719,3743.3332519531,2298.0769042969,6306.4101562500,4690.5126953125,344.4871826172,7899.3588867188,7432.1796875000,5495.7690429688,3385.6411132813,3818.9743652344,,,
151.5312499998,13,7153.7177734375,672.8204956055,7769.6152343750,7618.7177734375,216.9230651855,3604.1025390625,5675.6411132813,2916.4101562500,7744.1025390625,1562.5640869141,3212.1794433594,1086.2821044922,4791.1538085938,7777.5639648438,147.9487152100,3024.6154785156,,,
151.5390624998,13,7710.8974609375,2950.1281738281,5942.6923828125,3320.0000000000,4666.7949218750,7307.6923828125,6479.3588867188,5238.3334960938,4096.4101562500,1181.6666259766,4285.0000000000,1067.3077392578,1305.8974609375,699.6153564453,1185.1281738281,958.7179565430,,,
151.5468749998,13,8363.4619140625,5982.0512695313,7124.8715820313,5213.9741210938,6062.6923828125,559.2307739258,6861.0258789063,3758.7180175781,6588.0771484375,7894.1025390625,7588.5898437500,5845.1284179688,1880.6409912109,3787.6923828125,7263.3334960938,2645.8974609375,,,
151.5546874998,13,6845.5126953125,7776.0258789063,2170.2563476563,5282.1796875000,6421.1538085938,6538.9741210938,2808.7180175781,5598.4614257813,5821.1538085938,5572.1796875000,7478.7177734375,3487.5642089844,3743.2050781250,4800.5126953125,3989.8718261719,4519.7436523438,,,
151.5624999998,13,2957.5642089844,5145.2563476563,1350.3846435547,4701.0258789063,303.9743652344,3454.1025390625,5522.9487304688,6988.8461914063,3486.7949218750,16.9230670929,1917.3077392578,4985.5126953125,226.7948608398,8193.2050781250,1136.7949218750,2641.2819824219,,,
151.5703124998,13,1310.1281738281,5075.3847656250,7931.6665039063,2819.6154785156,3347.1794433594,2125.6411132813,6561.9228515625,4691.1538085938,1997.1794433594,8008.4614257813,4059.3588867188,1433.3333740234,3975.5129394531,3289.4870605469,8096.4101562500,2496.0256347656,,,
151.5781249998,13,6197.4360351563,7744.3588867188,1698.0769042969,5773.5898437500,895.5128173828,7285.7690429688,3800.6411132813,2034.8718261719,7255.3847656250,5917.1796875000,6223.7177734375,417.3076782227,7216.7949218750,560.3845825195,7571.0258789063,87.4358901978,,,
151.5859374998,13,596.7948608398,8089.2309570313,62.9487075806,3016.0256347656,7464.2309570313,4627.9487304688,7916.7949218750,2895.6411132813,4430.0000000000,8284.7431640625,7287.5639648438,2149.7436523438,3126.7949218750,2559.7436523438,4469.4873046875,3997.0512695313,,,
151.5937499998,13,6613.9741210938,3980.3845214844,1115.5128173828,3328.8461914063,7797.1796875000,2752.3076171875,3267.5642089844,1620.2563476563,3885.5129394531,5388.7177734375,7110.7690429688,2087.4357910156,2576.7949218750,3333.8461914063,4139.4873046875,44.7435798645,,,
151.6015624998,13,219.6153717041,3996.5385742188,8033.0771484375,5791.0258789063,7946.1538085938,6190.0000000000,5300.6411132813,4536.9228515625,7210.8974609375,139.1025543213,2643.8461914063,1796.0256347656,8175.8974609375,4762.1796875000,5660.6411132813,2711.5385742188,,,
151.6093749998,13,4316.1538085938,5878.5898437500,709.7435913086,3358.8461914063,972.1795043945,6180.5126953125,4624.6152343750,4156.5385742188,2557.1794433594,5581.6665039063,8217.8203125000,1190.1281738281,4739.6152343750,5387.0512695313,125.3846054077,1336.6666259766,,,
151.6171874998,13,1478.9743652344,3100.5129394531,4120.3847656250,1763.3333740234,7475.8974609375,2103.4614257813,4619.8715820313,4614.2309570313,5237.5639648438,7562.6923828125,6253.3334960938,1940.3846435547,301.6666564941,5790.7690429688,4514.3588867188,5772.3076171875,,,
151.6249999998,13,5273.7177734375,1984.7435302734,2004.6153564453,3374.7436523438,939.7435913086,1300.7691650391,4955.1284179688,6551.6665039063,5115.7690429688,1052.4359130859,7492.4360351563,8382.9482421875,4922.8203125000,1145.8974609375,7745.0000000000,815.1281738281,,,
151.6328124998,13,1041.1538085938,3365.6411132813,4433.4614257813,5283.4614257813,3103.8461914063,4778.4614257813,3106.2819824219,1766.1538085938,6547.8203125000,7277.4360351563,2133.0769042969,3446.9230957031,5407.3076171875,2465.3845214844,1775.5128173828,4335.1284179688,,,
151.6406249998,13,8196.4101562500,4170.1284179688,7565.5126953125,4257.8203125000,7819.3588867188,3860.5129394531,7065.2563476563,1115.5128173828,4286.0258789063,5178.2050781250,7863.4614257813,7474.4873046875,3971.1538085938,7174.6152343750,2771.9230957031,8078.5898437500,,,
151.6484374998,13,1491.0256347656,1772.0512695313,5216.0258789063,1656.5384521484,7603.5898437500,2651.5385742188,6171.9228515625,928.3333129883,5905.8974609375,1893.5897216797,6277.1796875000,3398.0769042969,3847.1794433594,664.4871826172,214.7435760498,2695.5126953125,,,
151.6562499998,13,5103.0771484375,1527.6922607422,5913.3334960938,3701.1538085938,6241.7949218750,6960.1284179688,1512.8205566406,7655.6411132813,4686.5385742188,2998.7180175781,6867.5639648438,7858.3334960938,569.7435913086,3807.4357910156,615.5128173828,3471.1538085938,,,
151.6640624998,13,507.5640869141,4820.3847656250,5381.1538085938,2910.2563476563,2008.4615478516,1157.9487304688,2307.3076171875,1088.3333740234,2623.7180175781,5747.3076171875,7321.4101562500,5790.6411132813,4395.8974609375,1967.5640869141,1492.0512695313,3280.8974609375,,,
151.6718749998,13,2082.3076171875,4923.4614257813,3775.7692871094,1902.8205566406,8270.3847656250,3138.9743652344,747.9487304688,6218.0771484375,3735.1281738281,1419.6153564453,6954.8715820313,239.7435760498,7895.8974609375,6185.1284179688,3929.6154785156,301.9230651855,,,
151.6796874998,13,674.7435913086,7640.6411132813,5569.4873046875,6570.2563476563,2574.7436523438,742.9487304688,478.9743652344,5134.2309570313,4575.7690429688,2055.1281738281,2340.3845214844,1734.6153564453,4385.0000000000,4556.2822265625,6001.4101562500,2921.7949218750,,,
151.6874999998,13,6684.4873046875,5677.8203125000,6525.2563476563,5946.2822265625,6575.6411132813,5689.4873046875,1795.2563476563,413.3333129883,1091.2821044922,7625.2563476563,1970.6409912109,3233.3332519531,6736.9228515625,3060.1281738281,5548.4614257813,7587.1796875000,,,
151.6953124998,13,7491.9228515625,2442.3076171875,1240.2563476563,1529.6153564453,7584.8715820313,15.8974266052,955.1281738281,5202.3076171875,1817.0512695313,7726.4101562500,2474.8718261719,2294.4870605469,7969.6152343750,7109.7436523438,8323.8457031250,1706.2821044922,,,
151.7031249998,13,3964.7436523438,7661.1538085938,7725.7690429688,6384.7436523438,7359.6152343750,7920.2563476563,981.5384521484,2131.9230957031,2114.2307128906,7999.1025390625,962.8204956055,3334.7436523438,3628.2050781250,2964.7436523438,4342.5639648438,1495.3846435547,,,
151.7109374998,13,2082.4357910156,5943.8461914063,7784.1025390625,5202.1796875000,1548.5897216797,2139.8718261719,5129.1025390625,4536.0258789063,3400.0000000000,6798.8461914063,540.1281738281,4646.9228515625,6274.4873046875,5572.4360351563,1270.1281738281,1825.7691650391,,,
151.7187499998,13,7068.4614257813,975.0000000000,7400.0000000000,2435.6411132813,2710.8974609375,5209.4873046875,3103.7180175781,6228.4614257813,2485.1281738281,1698.7178955078,912.5640869141,1711.2821044922,5567.6923828125,7266.7949218750,793.4615478516,3319.4870605469,,,
151.7265624998,13,7411.7949218750,6451.9228515625,4775.2563476563,2692.0512695313,6128.3334960938,7217.1796875000,3832.5642089844,3520.5129394531,1707.4359130859,3187.9487304688,4591.6665039063,8324.2304687500,8049.2309570313,7823.8461914063,1855.6409912109,1865.8974609375,,,
151.7343749998,13,4073.0769042969,4151.2822265625,4825.6411132813,2102.5642089844,4655.5126953125,5236.1538085938,2970.0000000000,4810.0000000000,8274.7431640625,1638.2050781250,64.8717880249,731.6666870117,7110.7690429688,3777.8205566406,8297.0517578125,7443.5898437500,,,
151.7421874998,13,7211.6665039063,4990.6411132813,2815.2563476563,3849.2307128906,6192.4360351563,6576.5385742188,8355.3847656250,8303.5898437500,4613.3334960938,724.4871826172,2307.5642089844,3822.6923828125,3449.6154785156,5755.5126953125,4505.5126953125,5550.6411132813,,,
151.7499999998,13,5613.7177734375,2109.2307128906,7954.1025390625,6761.2822265625,3915.2563476563,5968.0771484375,7002.0512695313,621.7948608398,1711.2821044922,576.5384521484,4119.8715820313,3810.6411132813,2069.8718261719,3618.2050781250,800.1281738281,6215.7690429688,,,
151.7578124998,13,4181.0258789063,2640.3845214844,2044.4871826172,381.2820434570,1162.3077392578,2752.1794433594,6604.7436523438,1100.6409912109,2373.8461914063,6478.4614257813,1106.5384521484,2358.7180175781,8288.7177734375,186.0256347656,8188.7177734375,7901.6665039063,,,
151.7656249998,13,6882.5639648438,2382.1794433594,7864.8715820313,7725.0000000000,1181.0256347656,8.3333244324,4235.3847656250,756.0256347656,6139.3588867188,4947.3076171875,3268.0769042969,523.8461303711,5854.1025390625,4648.4614257813,6229.3588867188,1334.6153564453,,,
151.7734374998,13,6776.9228515625,3775.3845214844,2919.3588867188,4229.7436523438,319.2307739258,6465.3847656250,4055.2563476563,3314.6154785156,8060.7690429688,5087.1796875000,6491.5385742188,3698.2050781250,1142.5640869141,7245.3847656250,2487.4357910156,5566.0258789063,,,
151.7812499998,13,6031.2822265625,6713.3334960938,8028.3334960938,3124.3588867188,5930.6411132813,8282.5644531250,3017.9487304688,5724.1025390625,4259.2309570313,3964.4870605469,8385.5126953125,3590.1281738281,6958.3334960938,4828.5898437500,2750.2563476563,4628.7177734375,,,
151.7890624998,13,868.8461303711,12.9487085342,1136.4102783203,1197.9487304688,4588.2050781250,2662.0512695313,981.0256347656,1981.1538085938,7182.1796875000,4729.6152343750,4368.9741210938,1340.3846435547,553.4615478516,6856.4101562500,2618.9743652344,8212.4355468750,,,
